employmentid,accessemployment,employmentstatus,employmentstartdate,to_timestamp_from_excel,employmentstartdate
19650,Yes,Employed Full Time,43132,2018-02-01 00:00:00,2/1/2018
19651,Yes,Not employed,,,
19652,Yes,Not employed,,,
19653,Yes,Employed Full Time,43200,2018-04-10 00:00:00,4/10/2018
19654,No,Not employed,,,
19655,No,Not employed,,,
19656,No,Employed Part Time,42370,2016-01-01 00:00:00,1/1/2016
19657,No,Employed Full Time,43277,2018-06-26 00:00:00,6/26/2018
19658,No,Employed Part Time,43213,2018-04-23 00:00:00,4/23/2018
19659,No,Employed Part Time,43199,2018-04-09 00:00:00,4/9/2018
19660,No,Employed Full Time,43070,2017-12-01 00:00:00,12/1/2017
19661,Yes,Not employed,,,
19662,Yes,Not employed,,,
19663,No,Employed Full Time,43192,2018-04-02 00:00:00,4/2/2018
19664,Yes,Employed Full Time,43214,2018-04-24 00:00:00,4/24/2018
19665,Yes,Employed Full Time,43181,2018-03-22 00:00:00,3/22/2018
19666,No,Employed Full Time,43181,2018-03-22 00:00:00,3/22/2018
19667,Yes,Not employed,,,
19668,No,Employed Full Time,43180,2018-03-21 00:00:00,3/21/2018
19669,Yes,Not employed,,,
19670,No,Not employed,,,
19671,No,Not employed,,,
19672,No,Not employed,,,
19673,Yes,Employed Part Time,43269,2018-06-18 00:00:00,6/18/2018
19674,No,Employed Full Time,43180,2018-03-21 00:00:00,3/21/2018
19675,Yes,Not employed,,,
19676,Yes,Employed Part Time,43199,2018-04-09 00:00:00,4/9/2018
19677,Yes,Not employed,,,
19678,Yes,Employed Part Time,43251,2018-05-31 00:00:00,5/31/2018
19679,Yes,Employed Full Time,43249,2018-05-29 00:00:00,5/29/2018
19680,Yes,Not employed,,,
19681,Yes,Not employed,,,
19682,Yes,Not employed,,,
19683,Yes,Employed Full Time,43248,2018-05-28 00:00:00,5/28/2018
19684,Yes,Not employed,,,
19685,Yes,Employed Full Time,43241,2018-05-21 00:00:00,5/21/2018
19686,Yes,Employed Full Time,43237,2018-05-17 00:00:00,5/17/2018
19687,Yes,Employed Full Time,43275,2018-06-24 00:00:00,6/24/2018
19688,Yes,Not employed,,,
19689,Yes,Employed Full Time,43242,2018-05-22 00:00:00,5/22/2018
19690,Yes,Employed Full Time,43262,2018-06-11 00:00:00,6/11/2018
19691,Yes,Not employed,,,
19692,Yes,Employed Full Time,43279,2018-06-28 00:00:00,6/28/2018
19693,Yes,Employed Full Time,43257,2018-06-06 00:00:00,6/6/2018
19694,Yes,Not employed,,,
19695,Yes,Not employed,,,
19696,Yes,Employed Full Time,43241,2018-05-21 00:00:00,5/21/2018
19697,Yes,Not employed,,,
19698,Yes,Employed Full Time,43234,2018-05-14 00:00:00,5/14/2018
19699,Yes,Employed Full Time,43251,2018-05-31 00:00:00,5/31/2018
19700,Yes,Not employed,,,
19701,Yes,Not employed,,,
19702,Yes,Employed Full Time,43281,2018-06-30 00:00:00,6/30/2018
19703,Yes,Not employed,,,
19704,Yes,Employed Full Time,43132,2018-02-01 00:00:00,2/1/2018
19705,Yes,Not employed,,,
19706,Yes,Not employed,,,
19707,Yes,Not employed,,,
19708,Yes,Not employed,,,
19709,Yes,Employed Full Time,43265,2018-06-14 00:00:00,6/14/2018
19710,Yes,Not employed,,,
19711,Yes,Not employed,,,
19712,No,Not employed,,,
19713,Yes,Not employed,,,
19714,Yes,Not employed,,,
19715,No,Employed Full Time,42522,2016-06-01 00:00:00,6/1/2016
19716,No,Not employed,,,
19717,No,Not employed,,,
19718,No,Not employed,,,
19719,No,Not employed,,,
19720,No,Not employed,,,
19721,No,Not employed,,,
19722,No,Not employed,,,
19723,No,Not employed,,,
19724,No,Not employed,,,
19725,No,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
19726,No,Not employed,,,
19727,No,Not employed,,,
19728,No,Not employed,,,
19729,No,Not employed,,,
19730,No,Not employed,,,
19731,No,Not employed,,,
19732,No,Not employed,,,
19733,No,Not employed,,,
19734,Yes,Not employed,,,
19735,Yes,Not employed,,,
19736,No,Not employed,,,
19737,No,Not employed,,,
19738,No,Not employed,,,
19739,No,Not employed,,,
19740,Yes,Employed Full Time,42955,2017-08-08 00:00:00,8/8/2017
19741,Yes,Not employed,,,
19742,Yes,Employed Full Time,43185,2018-03-26 00:00:00,3/26/2018
19743,Yes,Not employed,,,
19744,,Not employed,,,
19745,Yes,Employed Part Time,42278,2015-10-01 00:00:00,10/1/2015
19746,,Employed Full Time,43048,2017-11-09 00:00:00,11/9/2017
19747,,Not employed,,,
19748,,Employed Part Time,42537,2016-06-16 00:00:00,6/16/2016
19749,Yes,Employed Part Time,43101,2018-01-01 00:00:00,1/1/2018
19750,Yes,Not employed,,,
19751,,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
19752,Yes,Employed Full Time,43027,2017-10-19 00:00:00,10/19/2017
19753,,Employed Full Time,40575,2011-02-01 00:00:00,2/1/2011
19754,Yes,Not employed,,,
19755,Yes,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
19756,,Employed Full Time,43200,2018-04-10 00:00:00,4/10/2018
19757,Yes,Not employed,,,
19758,Yes,Employed Full Time,43230,2018-05-10 00:00:00,5/10/2018
19759,Yes,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
19760,Yes,Employed Full Time,43171,2018-03-12 00:00:00,3/12/2018
19761,Yes,Employed Part Time,42533,2016-06-12 00:00:00,6/12/2016
19762,Yes,Employed Part Time,43213,2018-04-23 00:00:00,4/23/2018
19763,Yes,Not employed,,,
19764,Yes,Employed Full Time,42491,2016-05-01 00:00:00,5/1/2016
19765,Yes,Not employed,,,
19766,,Not employed,,,
19767,Yes,Not employed,,,
19768,Yes,Employed Part Time,42005,2015-01-01 00:00:00,1/1/2015
19769,Yes,Employed Part Time,42005,2015-01-01 00:00:00,1/1/2015
19770,Yes,Employed Full Time,43251,2018-05-31 00:00:00,5/31/2018
19771,Yes,Employed Full Time,43160,2018-03-01 00:00:00,3/1/2018
19772,Yes,Employed Full Time,42933,2017-07-17 00:00:00,7/17/2017
19773,,Not employed,,,
19774,Yes,Employed Full Time,43069,2017-11-30 00:00:00,11/30/2017
19775,Yes,Not employed,,,
19776,Yes,Not employed,,,
19777,Yes,Not employed,,,
19778,Yes,Not employed,,,
19779,,Employed Part Time,43031,2017-10-23 00:00:00,10/23/2017
19780,,Employed Full Time,43136,2018-02-05 00:00:00,2/5/2018
19781,Yes,Employed Part Time,43040,2017-11-01 00:00:00,11/1/2017
19782,Yes,Not employed,,,
19783,Yes,Employed Part Time,42887,2017-06-01 00:00:00,6/1/2017
19784,Yes,Employed Full Time,43088,2017-12-19 00:00:00,12/19/2017
19785,Yes,Employed Full Time,43234,2018-05-14 00:00:00,5/14/2018
19786,Yes,Not employed,,,
19787,Yes,Employed Part Time,43252,2018-06-01 00:00:00,6/1/2018
19788,Yes,Not employed,,,
19789,Yes,Employed Full Time,43283,2018-07-02 00:00:00,7/2/2018
19790,Yes,Not employed,,,
19791,Yes,Employed Full Time,42959,2017-08-12 00:00:00,8/12/2017
19792,Yes,Employed Full Time,43283,2018-07-02 00:00:00,7/2/2018
19793,Yes,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
19794,,Employed Full Time,42979,2017-09-01 00:00:00,9/1/2017
19795,Yes,Employed Full Time,43220,2018-04-30 00:00:00,4/30/2018
19796,Yes,Employed Full Time,43160,2018-03-01 00:00:00,3/1/2018
19797,Yes,Not employed,,,
19798,Yes,Employed Part Time,43101,2018-01-01 00:00:00,1/1/2018
19799,Yes,Employed Full Time,41306,2013-02-01 00:00:00,2/1/2013
19800,Yes,Not employed,,,
19801,Yes,Not employed,,,
19802,Yes,Employed Full Time,43009,2017-10-01 00:00:00,10/1/2017
19803,Yes,Not employed,,,
19804,Yes,Not employed,,,
19805,Yes,Not employed,,,
19806,Yes,Not employed,,,
19807,Yes,Not employed,,,
19808,Yes,Not employed,,,
19809,Yes,Employed Full Time,43252,2018-06-01 00:00:00,6/1/2018
19810,Yes,Not employed,,,
19811,Yes,Employed Full Time,43220,2018-04-30 00:00:00,4/30/2018
19812,Yes,Not employed,,,
19813,Yes,Employed Full Time,43102,2018-01-02 00:00:00,1/2/2018
19814,Yes,Not employed,,,
19815,Yes,Not employed,,,
19816,Yes,Employed Full Time,43234,2018-05-14 00:00:00,5/14/2018
19817,Yes,Employed Full Time,43164,2018-03-05 00:00:00,3/5/2018
19818,Yes,Not employed,,,
19819,Yes,Not employed,,,
19820,Yes,Employed Part Time,43160,2018-03-01 00:00:00,3/1/2018
19821,Yes,Employed Full Time,43182,2018-03-23 00:00:00,3/23/2018
19822,Yes,Employed Full Time,42979,2017-09-01 00:00:00,9/1/2017
19823,Yes,Not employed,,,
19824,,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
19825,Yes,Employed Part Time,42582,2016-07-31 00:00:00,7/31/2016
19826,Yes,Not employed,,,
19827,Yes,Employed Full Time,43213,2018-04-23 00:00:00,4/23/2018
19828,Yes,Employed Part Time,43133,2018-02-02 00:00:00,2/2/2018
19829,Yes,Not employed,,,
19830,Yes,Employed Full Time,43255,2018-06-04 00:00:00,6/4/2018
19831,Yes,Not employed,,,
19832,Yes,Not employed,,,
19833,Yes,Not employed,,,
19834,Yes,Not employed,,,
19835,Yes,Employed Part Time,43185,2018-03-26 00:00:00,3/26/2018
19836,Yes,Employed Full Time,41487,2013-08-01 00:00:00,8/1/2013
19837,Yes,Employed Full Time,43227,2018-05-07 00:00:00,5/7/2018
19838,Yes,Employed Part Time,43227,2018-05-07 00:00:00,5/7/2018
19839,Yes,Employed Full Time,43221,2018-05-01 00:00:00,5/1/2018
19840,Yes,Employed Full Time,43234,2018-05-14 00:00:00,5/14/2018
19841,Yes,Employed Full Time,40254,2010-03-17 00:00:00,3/17/2010
19842,Yes,Employed Part Time,43223,2018-05-03 00:00:00,5/3/2018
19843,Yes,Not employed,,,
19844,Yes,Not employed,,,
19845,Yes,Not employed,,,
19846,Yes,Not employed,,,
19847,,Not employed,,,
19848,,Employed Part Time,43070,2017-12-01 00:00:00,12/1/2017
19849,Yes,Not employed,,,
19850,Yes,Employed Full Time,43220,2018-04-30 00:00:00,4/30/2018
19851,Yes,Not employed,,,
19852,Yes,Not employed,,,
19853,Yes,Not employed,,,
19854,Yes,Employed Full Time,41548,2013-10-01 00:00:00,10/1/2013
19855,Yes,Employed Part Time,42583,2016-08-01 00:00:00,8/1/2016
19856,Yes,Not employed,,,
19857,Yes,Not employed,,,
19858,Yes,Employed Full Time,43192,2018-04-02 00:00:00,4/2/2018
19859,Yes,Not employed,,,
19860,Yes,Not employed,,,
19861,Yes,Employed Full Time,43173,2018-03-14 00:00:00,3/14/2018
19862,Yes,Not employed,,,
19863,Yes,Employed Full Time,43221,2018-05-01 00:00:00,5/1/2018
19864,Yes,Not employed,,,
19865,Yes,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
19866,Yes,Employed Full Time,42736,2017-01-01 00:00:00,1/1/2017
19867,Yes,Employed Full Time,43229,2018-05-09 00:00:00,5/9/2018
19868,Yes,Employed Full Time,43290,2018-07-09 00:00:00,7/9/2018
19869,Yes,Employed Full Time,43262,2018-06-11 00:00:00,6/11/2018
19870,Yes,Not employed,,,
19871,Yes,Not employed,,,
19872,Yes,Employed Full Time,43220,2018-04-30 00:00:00,4/30/2018
19873,Yes,Employed Part Time,43003,2017-09-25 00:00:00,9/25/2017
19874,Yes,Not employed,,,
19875,Yes,Not employed,,,
19876,Yes,Employed Part Time,43101,2018-01-01 00:00:00,1/1/2018
19877,Yes,Not employed,,,
19878,Yes,Employed Full Time,40725,2011-07-01 00:00:00,7/1/2011
19879,Yes,Employed Full Time,43229,2018-05-09 00:00:00,5/9/2018
19880,Yes,Not employed,,,
19881,,Employed Full Time,42917,2017-07-01 00:00:00,7/1/2017
19882,Yes,Employed Part Time,43193,2018-04-03 00:00:00,4/3/2018
19883,Yes,Not employed,,,
19884,Yes,Not employed,,,
19885,Yes,Not employed,,,
19886,Yes,Not employed,,,
19887,Yes,Not employed,,,
19888,Yes,Not employed,,,
19889,,Employed Full Time,43070,2017-12-01 00:00:00,12/1/2017
19890,Yes,Not employed,,,
19891,Yes,Not employed,,,
19892,Yes,Not employed,,,
19893,Yes,Not employed,,,
19894,Yes,Not employed,,,
19895,Yes,Not employed,,,
19896,Yes,Not employed,,,
19897,Yes,Not employed,,,
19898,Yes,Not employed,,,
19899,Yes,Employed Part Time,43174,2018-03-15 00:00:00,3/15/2018
19900,Yes,Not employed,,,
19901,Yes,Employed Full Time,42795,2017-03-01 00:00:00,3/1/2017
19902,Yes,Not employed,,,
19903,Yes,Not employed,,,
19904,Yes,Not employed,,,
19905,Yes,Employed Full Time,43269,2018-06-18 00:00:00,6/18/2018
19906,Yes,Not employed,,,
19907,Yes,Not employed,,,
19908,Yes,Employed Full Time,43242,2018-05-22 00:00:00,5/22/2018
19909,Yes,Not employed,,,
19910,Yes,Not employed,,,
19911,Yes,Not employed,,,
19912,Yes,Not employed,,,
19913,Yes,Employed Part Time,43132,2018-02-01 00:00:00,2/1/2018
19914,Yes,Employed Part Time,43059,2017-11-20 00:00:00,11/20/2017
19915,Yes,Not employed,,,
19916,Yes,Not employed,,,
19917,Yes,Employed Part Time,42741,2017-01-06 00:00:00,1/6/2017
19918,Yes,Not employed,,,
19919,Yes,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
19920,Yes,Not employed,,,
19921,Yes,Employed Full Time,43235,2018-05-15 00:00:00,5/15/2018
19922,Yes,Employed Full Time,43235,2018-05-15 00:00:00,5/15/2018
19923,Yes,Not employed,,,
19924,Yes,Not employed,,,
19925,Yes,Not employed,,,
19926,Yes,Employed Full Time,43241,2018-05-21 00:00:00,5/21/2018
19927,Yes,Employed Part Time,42979,2017-09-01 00:00:00,9/1/2017
19928,Yes,Not employed,,,
19929,Yes,Not employed,,,
19930,Yes,Not employed,,,
19931,Yes,Not employed,,,
19932,Yes,Not employed,,,
19933,Yes,Not employed,,,
19934,Yes,Not employed,,,
19935,Yes,Not employed,,,
19936,Yes,Not employed,,,
19937,Yes,Employed Full Time,43266,2018-06-15 00:00:00,6/15/2018
19938,Yes,Employed Part Time,42834,2017-04-09 00:00:00,4/9/2017
19939,Yes,Not employed,,,
19940,Yes,Not employed,,,
19941,Yes,Employed Full Time,43040,2017-11-01 00:00:00,11/1/2017
19942,Yes,Not employed,,,
19943,Yes,Employed Part Time,43191,2018-04-01 00:00:00,4/1/2018
19944,Yes,Employed Part Time,43116,2018-01-16 00:00:00,1/16/2018
19945,Yes,Not employed,,,
19946,Yes,Employed Part Time,43115,2018-01-15 00:00:00,1/15/2018
19947,Yes,Not employed,,,
19948,Yes,Employed Full Time,43307,2018-07-26 00:00:00,7/26/2018
19949,Yes,Not employed,,,
19950,Yes,Not employed,,,
19951,Yes,Not employed,,,
19952,Yes,Not employed,,,
19953,Yes,Not employed,,,
19954,Yes,Employed Full Time,42064,2015-03-01 00:00:00,3/1/2015
19955,Yes,Not employed,,,
19956,Yes,Employed Full Time,43276,2018-06-25 00:00:00,6/25/2018
19957,Yes,Not employed,,,
19958,Yes,Not employed,,,
19959,Yes,Not employed,,,
19960,Yes,Employed Full Time,43271,2018-06-20 00:00:00,6/20/2018
19961,Yes,Not employed,,,
19962,Yes,Not employed,,,
19963,Yes,Not employed,,,
19964,Yes,Not employed,,,
19965,Yes,Not employed,,,
19966,Yes,Not employed,,,
19967,Yes,Not employed,,,
19968,Yes,Not employed,,,
19969,Yes,Employed Full Time,42217,2015-08-01 00:00:00,8/1/2015
19970,,Not employed,,,
19971,Yes,Employed Full Time,43101,2018-01-01 00:00:00,1/1/2018
19972,Yes,Not employed,,,
19973,Yes,Employed Part Time,42948,2017-08-01 00:00:00,8/1/2017
19974,Yes,Not employed,,,
19975,Yes,Not employed,,,
19976,Yes,Employed Part Time,40422,2010-09-01 00:00:00,9/1/2010
19977,No,Employed Full Time,41669,2014-01-30 00:00:00,1/30/2014
19978,No,Employed Full Time,42247,2015-08-31 00:00:00,8/31/2015
19979,No,Employed Full Time,43221,2018-05-01 00:00:00,5/1/2018
19980,No,Employed Full Time,42954,2017-08-07 00:00:00,8/7/2017
19981,Yes,Employed Full Time,43280,2018-06-29 00:00:00,6/29/2018
19982,No,Employed Part Time,40425,2010-09-04 00:00:00,9/4/2010
19983,Yes,Employed Full Time,42977,2017-08-30 00:00:00,8/30/2017
19984,No,Employed Part Time,41703,2014-03-05 00:00:00,3/5/2014
19985,No,Employed Part Time,42944,2017-07-28 00:00:00,7/28/2017
19986,No,Employed Full Time,43102,2018-01-02 00:00:00,1/2/2018
19987,No,Employed Part Time,38931,2006-08-02 00:00:00,8/2/2006
19988,No,Employed Full Time,43010,2017-10-02 00:00:00,10/2/2017
19989,No,Not employed,,,
19990,No,Employed Full Time,39356,2007-10-01 00:00:00,10/1/2007
19991,No,Employed Full Time,40552,2011-01-09 00:00:00,1/9/2011
19992,No,Employed Full Time,43297,2018-07-16 00:00:00,7/16/2018
19993,No,Not employed,,,
19994,No,Employed Full Time,43157,2018-02-26 00:00:00,2/26/2018
19995,Yes,Not employed,,,
19996,No,Employed Full Time,41791,2014-06-01 00:00:00,6/1/2014
19997,No,Not employed,,,
19998,Yes,Employed Part Time,42767,2017-02-01 00:00:00,2/1/2017
19999,No,Employed Full Time,42969,2017-08-22 00:00:00,8/22/2017
20000,No,Employed Full Time,40575,2011-02-01 00:00:00,2/1/2011
20001,No,Not employed,,,
20002,No,Employed Full Time,37998,2004-01-12 00:00:00,1/12/2004
20003,Yes,Employed Part Time,42500,2016-05-10 00:00:00,5/10/2016
20004,No,Not employed,,,
20005,No,Not employed,,,
20006,No,Employed Full Time,42646,2016-10-03 00:00:00,10/3/2016
20007,No,Employed Full Time,39815,2009-01-02 00:00:00,1/2/2009
20008,No,Employed Full Time,42099,2015-04-05 00:00:00,4/5/2015
20009,Yes,Employed Full Time,42036,2015-02-01 00:00:00,2/1/2015
20010,No,Employed Full Time,42917,2017-07-01 00:00:00,7/1/2017
20011,Yes,Not employed,,,
20012,No,Not employed,,,
20013,No,Employed Full Time,37515,2002-09-16 00:00:00,9/16/2002
20014,No,Not employed,,,
20015,Yes,Employed Full Time,43102,2018-01-02 00:00:00,1/2/2018
20016,No,Employed Part Time,42461,2016-04-01 00:00:00,4/1/2016
20017,Yes,Employed Full Time,43242,2018-05-22 00:00:00,5/22/2018
20018,No,Employed Full Time,42660,2016-10-17 00:00:00,10/17/2016
20019,No,Employed Part Time,42968,2017-08-21 00:00:00,8/21/2017
20020,No,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
20021,No,Employed Full Time,43115,2018-01-15 00:00:00,1/15/2018
20022,Yes,Not employed,,,
20023,No,Employed Full Time,43185,2018-03-26 00:00:00,3/26/2018
20024,Yes,Employed Full Time,43192,2018-04-02 00:00:00,4/2/2018
20025,No,Employed Full Time,42979,2017-09-01 00:00:00,9/1/2017
20026,Yes,Not employed,,,
20027,No,Employed Full Time,41487,2013-08-01 00:00:00,8/1/2013
20028,No,Employed Full Time,38467,2005-04-25 00:00:00,4/25/2005
20029,No,Employed Part Time,42979,2017-09-01 00:00:00,9/1/2017
20030,No,Employed Full Time,43154,2018-02-23 00:00:00,2/23/2018
20031,No,Employed Full Time,43212,2018-04-22 00:00:00,4/22/2018
20032,No,Employed Part Time,41518,2013-09-01 00:00:00,9/1/2013
20033,Yes,Not employed,,,
20034,No,Not employed,,,
20035,,Employed Full Time,42365,2015-12-27 00:00:00,12/27/2015
20036,Yes,Employed Part Time,41811,2014-06-21 00:00:00,6/21/2014
20037,Yes,Employed Part Time,42989,2017-09-11 00:00:00,9/11/2017
20038,Yes,Not employed,,,
20039,,Employed Full Time,41659,2014-01-20 00:00:00,1/20/2014
20040,,Not employed,,,
20041,Yes,Not employed,,,
20042,,Employed Full Time,43031,2017-10-23 00:00:00,10/23/2017
20043,,Employed Full Time,41659,2014-01-20 00:00:00,1/20/2014
20044,Yes,Employed Part Time,41365,2013-04-01 00:00:00,4/1/2013
20045,Yes,Employed Full Time,42855,2017-04-30 00:00:00,4/30/2017
20046,,Not employed,,,
20047,,Employed Full Time,42975,2017-08-28 00:00:00,8/28/2017
20048,Yes,Employed Part Time,39661,2008-08-01 00:00:00,8/1/2008
20049,,Not employed,,,
20050,,Employed Full Time,42968,2017-08-21 00:00:00,8/21/2017
20051,,Employed Part Time,43252,2018-06-01 00:00:00,6/1/2018
20052,,Not employed,,,
20053,Yes,Not employed,,,
20054,Yes,Employed Full Time,42989,2017-09-11 00:00:00,9/11/2017
20055,,Employed Full Time,43001,2017-09-23 00:00:00,9/23/2017
20056,,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
20057,Yes,Employed Full Time,42987,2017-09-09 00:00:00,9/9/2017
20058,Yes,Employed Part Time,42835,2017-04-10 00:00:00,4/10/2017
20059,Yes,Employed Full Time,43255,2018-06-04 00:00:00,6/4/2018
20060,Yes,Employed Part Time,42989,2017-09-11 00:00:00,9/11/2017
20061,Yes,Employed Full Time,42821,2017-03-27 00:00:00,3/27/2017
20062,Yes,Employed Full Time,42891,2017-06-05 00:00:00,6/5/2017
20063,Yes,Employed Full Time,43003,2017-09-25 00:00:00,9/25/2017
20064,Yes,Employed Part Time,43216,2018-04-26 00:00:00,4/26/2018
20065,,Employed Full Time,43066,2017-11-27 00:00:00,11/27/2017
20066,Yes,Employed Full Time,42524,2016-06-03 00:00:00,6/3/2016
20067,Yes,Employed Full Time,42587,2016-08-05 00:00:00,8/5/2016
20068,,Employed Full Time,42653,2016-10-10 00:00:00,10/10/2016
20069,,Not employed,,,
20070,Yes,Not employed,,,
20071,Yes,Not employed,,,
20072,Yes,Employed Part Time,42821,2017-03-27 00:00:00,3/27/2017
20073,,Employed Part Time,42943,2017-07-27 00:00:00,7/27/2017
20074,,Not employed,,,
20075,Yes,Employed Full Time,43011,2017-10-03 00:00:00,10/3/2017
20076,Yes,Employed Full Time,42845,2017-04-20 00:00:00,4/20/2017
20077,,Not employed,,,
20078,,Employed Full Time,42740,2017-01-05 00:00:00,1/5/2017
20079,Yes,Employed Full Time,42832,2017-04-07 00:00:00,4/7/2017
20080,Yes,Employed Full Time,42842,2017-04-17 00:00:00,4/17/2017
20081,Yes,Employed Full Time,42850,2017-04-25 00:00:00,4/25/2017
20082,Yes,Employed Full Time,42877,2017-05-22 00:00:00,5/22/2017
20083,Yes,Employed Full Time,42828,2017-04-03 00:00:00,4/3/2017
20084,Yes,Employed Part Time,42800,2017-03-06 00:00:00,3/6/2017
20085,,Not employed,,,
20086,,Employed Part Time,42780,2017-02-14 00:00:00,2/14/2017
20087,,Employed Part Time,42665,2016-10-22 00:00:00,10/22/2016
20088,,Employed Full Time,42828,2017-04-03 00:00:00,4/3/2017
20089,Yes,Employed Full Time,42905,2017-06-19 00:00:00,6/19/2017
20090,Yes,Employed Full Time,42847,2017-04-22 00:00:00,4/22/2017
20091,,Not employed,,,
20092,Yes,Employed Full Time,42888,2017-06-02 00:00:00,6/2/2017
20093,,Employed Full Time,42842,2017-04-17 00:00:00,4/17/2017
20094,,Not employed,,,
20095,Yes,Employed Full Time,42996,2017-09-18 00:00:00,9/18/2017
20096,,Employed Full Time,42795,2017-03-01 00:00:00,3/1/2017
20097,Yes,Employed Full Time,42850,2017-04-25 00:00:00,4/25/2017
20098,Yes,Employed Full Time,42800,2017-03-06 00:00:00,3/6/2017
20099,Yes,Employed Full Time,42892,2017-06-06 00:00:00,6/6/2017
20100,,Not employed,,,
20101,,Not employed,,,
20102,Yes,Employed Full Time,42815,2017-03-21 00:00:00,3/21/2017
20103,,Employed Part Time,42884,2017-05-29 00:00:00,5/29/2017
20104,Yes,Employed Full Time,42991,2017-09-13 00:00:00,9/13/2017
20105,,Employed Full Time,42829,2017-04-04 00:00:00,4/4/2017
20106,Yes,Employed Part Time,42948,2017-08-01 00:00:00,8/1/2017
20107,Yes,Employed Full Time,42898,2017-06-12 00:00:00,6/12/2017
20108,,Not employed,,,
20109,Yes,Employed Full Time,43077,2017-12-08 00:00:00,12/8/2017
20110,Yes,Employed Full Time,43041,2017-11-02 00:00:00,11/2/2017
20111,Yes,Employed Part Time,42798,2017-03-04 00:00:00,3/4/2017
20112,,Employed Full Time,42909,2017-06-23 00:00:00,6/23/2017
20113,,Not employed,,,
20114,Yes,Employed Full Time,42836,2017-04-11 00:00:00,4/11/2017
20115,,Not employed,,,
20116,Yes,Employed Full Time,42947,2017-07-31 00:00:00,7/31/2017
20117,,Not employed,,,
20118,,Not employed,,,
20119,Yes,Employed Full Time,42907,2017-06-21 00:00:00,6/21/2017
20120,Yes,Employed Full Time,42906,2017-06-20 00:00:00,6/20/2017
20121,,Not employed,,,
20122,Yes,Employed Full Time,42814,2017-03-20 00:00:00,3/20/2017
20123,,Employed Part Time,42773,2017-02-07 00:00:00,2/7/2017
20124,,Employed Full Time,42912,2017-06-26 00:00:00,6/26/2017
20125,Yes,Employed Full Time,42926,2017-07-10 00:00:00,7/10/2017
20126,,Not employed,,,
20127,,Not employed,,,
20128,Yes,Employed Part Time,42832,2017-04-07 00:00:00,4/7/2017
20129,Yes,Employed Full Time,42904,2017-06-18 00:00:00,6/18/2017
20130,,Not employed,,,
20131,,Employed Full Time,42989,2017-09-11 00:00:00,9/11/2017
20132,Yes,Employed Full Time,42907,2017-06-21 00:00:00,6/21/2017
20133,,Employed Part Time,42876,2017-05-21 00:00:00,5/21/2017
20134,,Employed Full Time,42793,2017-02-27 00:00:00,2/27/2017
20135,,Not employed,,,
20136,Yes,Employed Full Time,43067,2017-11-28 00:00:00,11/28/2017
20137,,Employed Part Time,42852,2017-04-27 00:00:00,4/27/2017
20138,Yes,Employed Part Time,42821,2017-03-27 00:00:00,3/27/2017
20139,,Not employed,,,
20140,Yes,Employed Part Time,42845,2017-04-20 00:00:00,4/20/2017
20141,,Not employed,,,
20142,,Not employed,,,
20143,Yes,Employed Full Time,42947,2017-07-31 00:00:00,7/31/2017
20144,Yes,Employed Full Time,42961,2017-08-14 00:00:00,8/14/2017
20145,,Employed Full Time,42891,2017-06-05 00:00:00,6/5/2017
20146,Yes,Employed Full Time,42940,2017-07-24 00:00:00,7/24/2017
20147,,Employed Full Time,42877,2017-05-22 00:00:00,5/22/2017
20148,Yes,Employed Full Time,42907,2017-06-21 00:00:00,6/21/2017
20149,,Employed Full Time,42940,2017-07-24 00:00:00,7/24/2017
20150,Yes,Employed Full Time,43054,2017-11-15 00:00:00,11/15/2017
20151,Yes,Employed Full Time,43143,2018-02-12 00:00:00,2/12/2018
20152,Yes,Employed Full Time,42872,2017-05-17 00:00:00,5/17/2017
20153,,Not employed,,,
20154,Yes,Employed Full Time,43028,2017-10-20 00:00:00,10/20/2017
20155,,Employed Full Time,42940,2017-07-24 00:00:00,7/24/2017
20156,Yes,Not employed,,,
20157,,Not employed,,,
20158,,Employed Part Time,42858,2017-05-03 00:00:00,5/3/2017
20159,Yes,Not employed,,,
20160,Yes,Employed Full Time,42947,2017-07-31 00:00:00,7/31/2017
20161,,Employed Full Time,42863,2017-05-08 00:00:00,5/8/2017
20162,Yes,Employed Part Time,43249,2018-05-29 00:00:00,5/29/2018
20163,Yes,Employed Full Time,42933,2017-07-17 00:00:00,7/17/2017
20164,Yes,Not employed,,,
20165,Yes,Employed Full Time,43024,2017-10-16 00:00:00,10/16/2017
20166,,Not employed,,,
20167,,Employed Full Time,42877,2017-05-22 00:00:00,5/22/2017
20168,Yes,Employed Full Time,43034,2017-10-26 00:00:00,10/26/2017
20169,,Not employed,,,
20170,,Not employed,,,
20171,,Not employed,,,
20172,,Employed Part Time,42947,2017-07-31 00:00:00,7/31/2017
