agency,clientid,quarter,baseline_baseline,dob,dob_cat,gender,race,maritalstatus,highested,housingtype,hhadults,hhchildren,criminalbackground,zipcode,date,accessemployment_baseline,employmentstatus_baseline,employmentstartdate_baseline,employmentretention_baseline,jobtrainingenrolled_baseline,jobtrainingcompleted_baseline,savings_baseline,creditscore_baseline,debt_baseline,wages1_baseline,hours1_baseline,wages2_baseline,hours2_baseline,incomeclient_baseline,incomehh_baseline,publicbenefits_baseline,expenseshh_baseline,accessincome_baseline,accessfinancialcoach_baseline,bundledservices_baseline,fincap_budget_baseline,fincap_goals_baseline,fincap_emergencyfund_baseline,fincap_autodeposit_baseline,fincap_incomeexpenses_baseline,fincap_latefee_baseline,accessincome_alltime,accessemployment_alltime,accessfinancialcoach_alltime,bundledservices_alltime,clientid_checkin,quarter_checkin,accessemployment_checkin,employmentstatus_checkin,employmentstartdate_checkin,employmentretention_checkin,jobtrainingenrolled_checkin,jobtrainingcompleted_checkin,savings_checkin,creditscore_checkin,debt_checkin,wages1_checkin,hours1_checkin,wages2_checkin,hours_checkin,incomeclient_checkin,incomehh_checkin,publicbenefits_checkin,expenseshh_checkin,accessincome_checkin,accessfinancialcoach_checkin,bundledservices_checkin,fincap_budget_checkin,fincap_goals_checkin,fincap_emergencyfund_checkin,fincap_autodeposit_checkin,fincap_incomeexpenses_checkin,fincap_latefee_checkin
IRC,16212861388,2017 Q2,t,1958-11-08 00:00:00,1951-1960,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,2,,75243,2017-04-01 00:00:00,No,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,Yes,2,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212861391,2017 Q2,t,1985-02-17 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Bachelor's Degree,Rents,3,2,,75243,2017-04-01 00:00:00,No,,1/0/1900,,No,No,,,,,,,,,,,,No,Yes,1,,,,,,,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212863258,2016 Q4,t,1978-02-01 00:00:00,1971-1980,Male,Other,Single,,Rents,1,0,Unknown,75252,2016-10-01 00:00:00,No,,,,No,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212865608,2016 Q2,t,1986-01-01 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,1,Unknown,75231,2016-04-01 00:00:00,Yes,,,,Yes,Yes,0,,0,0.0,0.0,0.0,0.0,,,,,Yes,Yes,3,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212869658,2016 Q2,t,1986-01-01 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,6,Unknown,75231,2016-04-01 00:00:00,Yes,,,,Yes,Yes,0,,0,0.0,0.0,0.0,0.0,,,2695.0,2649.0,Yes,No,2,,,,,Yes,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212869659,2016 Q2,t,1980-01-01 00:00:00,1971-1980,Male,Other,Married or Domestic Partnership,"HS, GED, or equivalent",,2,6,Unknown,75231,2016-04-01 00:00:00,Yes,Employed Full Time,7/11/2016,,Yes,Yes,0,,0,11.0,,0.0,0.0,,,2695.0,2650.0,Yes,Yes,3,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212875454,2017 Q1,t,1998-11-14 00:00:00,1991-2000,Female,Hispanic,Single,Less than HS,Unknown,,,Unknown,75062,2017-01-01 00:00:00,Yes,Employed Part Time,,,Yes,Yes,,,,9.0,15.0,0.0,0.0,540.0,0.0,445.0,,Yes,No,2,No,Somewhat confident,No,,No,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212875455,2017 Q1,t,1997-06-06 00:00:00,1991-2000,Male,Hispanic,Single,Less than HS,Unknown,,,Unknown,75062,2017-01-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,445.0,1625.0,Yes,No,2,No,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212876133,2016 Q4,t,1997-01-27 00:00:00,1991-2000,Female,Hispanic,Single,Unknown,Rents,2,0,Unknown,75060,2016-10-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212876134,2016 Q4,t,1995-09-15 00:00:00,1991-2000,Female,Other,Single,Unknown,Rents,2,0,Unknown,75060,2016-10-01 00:00:00,No,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,1927.0,2546.0,Yes,No,1,No,Very confident,No,No,No,No,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212876158,2018 Q1,t,1998-10-11 00:00:00,1991-2000,Male,Other,Single,Less than HS,Rents,1,0,Unknown,75062,2018-01-01 00:00:00,No,,,,No,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,345.0,Yes,No,1,No,,No,,Yes,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212877023,2017 Q2,t,1994-09-29 00:00:00,1991-2000,Female,Hispanic,Single,Less than HS,Rents,4,1,,75229,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,745.0,475.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212877036,2017 Q2,t,1976-08-20 00:00:00,1971-1980,Female,Hispanic,Married or Domestic Partnership,Less than HS,Rents,4,1,,75229,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,745.0,475.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212877037,2017 Q2,t,1996-07-26 00:00:00,1991-2000,Male,Hispanic,Single,Less than HS,Rents,4,1,,75229,2017-04-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,745.0,475.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212877038,2017 Q2,t,1997-10-18 00:00:00,1991-2000,Male,Hispanic,Single,Less than HS,Rents,4,1,,75229,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,745.0,475.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212878846,2017 Q2,t,1981-08-28 00:00:00,1981-1990,Female,Hispanic,Married or Domestic Partnership,"Some college, no degree",Rents,2,0,,75229,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,936.0,975.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212881104,2017 Q1,t,1966-03-21 00:00:00,1961-1970,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,,Unknown,75025,2017-01-01 00:00:00,No,,,,No,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,1,No,Somewhat confident,No,,No,No,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212881105,2017 Q1,t,1969-06-04 00:00:00,1961-1970,Female,Other,Married or Domestic Partnership,Less than HS,Rents,2,,Unknown,75025,2017-01-01 00:00:00,No,,,,No,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,1,No,Somewhat confident,No,,No,No,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212883140,2016 Q2,t,1973-04-01 00:00:00,1971-1980,Male,Other,Married or Domestic Partnership,Unknown,Rents,2,5,Unknown,75231,2016-04-01 00:00:00,Yes,,,,Yes,Yes,,,,,,0.0,0.0,,,2772.0,2517.0,Yes,Yes,3,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212883141,2016 Q2,t,1980-01-12 00:00:00,1971-1980,Female,Other,Married or Domestic Partnership,Unknown,Rents,2,5,Unknown,75231,2016-04-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,,,,,Yes,No,2,No,,,,Yes,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212883428,2016 Q2,t,1966-09-01 00:00:00,1961-1970,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,3,Unknown,75231,2016-04-01 00:00:00,Yes,Employed Full Time,5/23/2016,,Yes,Yes,,,,8.25,40.0,0.0,0.0,1320.0,,2285.0,,Yes,No,2,No,,No,No,Yes,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212883429,2016 Q2,t,1970-10-01 00:00:00,1961-1970,Female,Other,Married or Domestic Partnership,Unknown,Rents,2,3,Unknown,75231,2016-04-01 00:00:00,Yes,Employed Full Time,5/23/2016,,Yes,Yes,,,,8.25,40.0,0.0,0.0,1320.0,,,,Yes,No,2,No,,No,No,Yes,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212884239,2016 Q4,t,1986-08-01 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,2,Unknown,75243,2016-10-01 00:00:00,Yes,,,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,2029.0,1769.0,Yes,No,2,No,Somewhat confident,No,No,Yes,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212884240,2016 Q4,t,1987-07-27 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Unknown,Rents,2,2,Unknown,75243,2016-10-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,2029.0,,Yes,Yes,3,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212887244,2016 Q3,t,1976-10-28 00:00:00,1971-1980,Male,Other,Married or Domestic Partnership,"HS, GED, or equivalent",Lives with Relatives/Friends,2,1,Unknown,75287,2016-07-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212887245,2016 Q3,t,1987-03-13 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,"Some college, no degree",Lives with Relatives/Friends,2,1,Unknown,75287,2016-07-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212887448,2016 Q2,t,1981-12-22 00:00:00,1981-1990,Male,Other,Single,Less than HS,Rents,0,0,Unknown,75231,2016-04-01 00:00:00,Yes,,,,Yes,Yes,124,,0,,,0.0,0.0,,,1124.0,934.0,Yes,Yes,3,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212887976,2016 Q3,t,1982-08-15 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,"Some college, no degree",Rents,2,3,Unknown,75243,2016-07-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,2369.0,2200.0,Yes,Yes,3,No,Not at all confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212887977,2016 Q3,t,1984-10-16 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Less than HS,Rents,2,3,Unknown,75243,2016-07-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,2369.0,2201.0,Yes,Yes,3,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888089,2016 Q3,t,1995-12-21 00:00:00,1991-2000,Male,Other,Single,Less than HS,Rents,1,0,Unknown,75231,2016-07-01 00:00:00,Yes,,,,Yes,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,899.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888515,2016 Q3,t,1978-04-01 00:00:00,1971-1980,Female,Other,Married or Domestic Partnership,"Some college, no degree",Rents,2,1,Unknown,75243,2016-07-01 00:00:00,Yes,,,,Yes,Yes,50,,,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,1452.0,Yes,Yes,3,No,Somewhat confident,No,Yes,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888516,2016 Q3,t,1972-10-10 00:00:00,1971-1980,Male,Other,Married or Domestic Partnership,"Some college, no degree",Lives with Relatives/Friends,2,1,Unknown,75243,2016-07-01 00:00:00,Yes,,,,Yes,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,1452.0,Yes,No,2,No,Somewhat confident,No,Yes,Yes,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888722,2017 Q1,t,1975-01-14 00:00:00,1971-1980,Female,Other,Married or Domestic Partnership,"Some college, no degree",Unknown,2,,Unknown,75025,2017-01-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,Yes,3,No,Somewhat confident,No,,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888723,2017 Q1,t,1972-08-16 00:00:00,1971-1980,Male,Other,Married or Domestic Partnership,"Some college, no degree",Unknown,2,,Unknown,75025,2017-01-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888913,2016 Q3,t,1996-04-10 00:00:00,1991-2000,Male,Other,Single,Less than HS,,1,0,Unknown,75062,2016-07-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888993,2016 Q4,t,1983-04-01 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Less than HS,Rents,0,0,Unknown,75061,2016-10-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212888994,2016 Q4,t,1986-06-16 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,"Some college, no degree",Rents,0,0,Unknown,75061,2016-10-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212889317,2016 Q3,t,1987-01-01 00:00:00,1981-1990,Male,Other,Single,"Some college, no degree",Lives with Relatives/Friends,1,0,Unknown,75243,2016-07-01 00:00:00,Yes,,,,No,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,639.0,639.0,Yes,Yes,3,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212889647,2016 Q4,t,1986-02-11 00:00:00,1981-1990,Male,Other,Single,Less than HS,Rents,1,0,Unknown,75041,2016-10-01 00:00:00,No,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16212912326,2017 Q2,t,1983-10-08 00:00:00,1981-1990,Male,Hispanic,Single,,Rents,1,0,,75238,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,635.0,560.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16213089302,2018 Q2,t,1988-07-24 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Unknown,Lives with Relatives/Friends,2,0,Unknown,75231,2018-04-01 00:00:00,No,Not employed,,No,No,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,No,1,No,Not at all confident,No,No,No,No,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16213144932,2018 Q2,t,1986-08-22 00:00:00,1981-1990,Male,White,Unknown,"Some college, no degree",Rents,4,0,Unknown,75050,2018-04-01 00:00:00,Yes,Not employed,,No,No,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,No,2,No,Not at all confident,No,No,No,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16213144933,2018 Q2,t,1990-01-10 00:00:00,1981-1990,Female,White,Married or Domestic Partnership,"Some college, no degree",Rents,4,0,No,75050,2018-04-01 00:00:00,No,Not employed,,No,No,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,No,1,No,Not at all confident,No,No,No,No,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16215504333,2018 Q3,t,1988-09-14 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Bachelor's Degree,Rents,2,2,Unknown,75070,2018-07-01 00:00:00,Yes,Not employed,,,Yes,Yes,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,1860.0,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16215504334,2018 Q3,t,1985-03-29 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Bachelor's Degree,Rents,2,2,Unknown,75070,2018-07-01 00:00:00,Yes,Not employed,,,Yes,Yes,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,1860.0,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217000691,2017 Q2,t,1992-10-01 00:00:00,1991-2000,Female,Other,Married or Domestic Partnership,Less than HS,Rents,2,1,,75231,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217000692,2017 Q2,t,1987-02-22 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,1,,75231,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217004572,2017 Q2,t,1982-10-14 00:00:00,1981-1990,Male,Other,Single,Less than HS,Rents,2,1,,75243,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,1267.0,1260.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217008035,2016 Q3,t,1978-11-16 00:00:00,1971-1980,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,0,Unknown,75243,2016-07-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,1540.0,Yes,Yes,3,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217008036,2016 Q3,t,1988-07-31 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Less than HS,Rents,2,0,Unknown,75243,2016-07-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,1540.0,Yes,Yes,3,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217008881,2017 Q2,t,1992-11-14 00:00:00,1991-2000,Female,Other,Married or Domestic Partnership,Bachelor's Degree,Rents,4,0,,75231,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1415.0,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217009847,2016 Q3,t,1980-02-20 00:00:00,1971-1980,Female,Other,Divorced,"HS, GED, or equivalent",Lives with Relatives/Friends,1,1,Unknown,75252,2016-07-01 00:00:00,Yes,,,,Yes,Yes,25,,,0.0,0.0,0.0,0.0,0.0,0.0,726.0,726.0,Yes,Yes,3,No,Somewhat confident,No,Yes,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217010391,2017 Q2,t,1967-03-08 00:00:00,1961-1970,Female,Other,Divorced,Bachelor's Degree,Rents,3,0,,75243,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217010392,2017 Q1,t,1998-06-28 00:00:00,1991-2000,Female,Other,Single,Less than HS,Unknown,,,Unknown,75243,2017-01-01 00:00:00,Yes,,,,Yes,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217010393,2017 Q2,t,1995-04-01 00:00:00,1991-2000,Female,Other,Single,Less than HS,Rents,3,0,,75243,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217011358,2016 Q4,t,1969-11-03 00:00:00,1961-1970,Male,Other,Married or Domestic Partnership,Associate Degree,Rents,2,4,Unknown,75243,2016-10-01 00:00:00,No,,,,Yes,No,0,,5040,0.0,0.0,0.0,0.0,0.0,0.0,1927.0,2546.0,Yes,Yes,2,No,Very confident,No,No,No,No,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217011359,2016 Q4,t,1978-11-19 00:00:00,1971-1980,Female,Other,Married or Domestic Partnership,Less than HS,Rents,2,4,Unknown,75243,2016-10-01 00:00:00,Yes,,,,Yes,No,0,,5040,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217011360,2017 Q1,t,1997-09-26 00:00:00,1991-2000,Female,Other,Single,Less than HS,Unknown,,,Unknown,75243,2017-01-01 00:00:00,Yes,,,,Yes,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217011531,2016 Q4,t,1986-09-04 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Less than HS,Rents,2,1,Unknown,75243,2016-10-01 00:00:00,Yes,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,1344.0,Yes,Yes,3,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217011532,2016 Q4,t,1988-11-09 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,Less than HS,Rents,2,1,Unknown,75243,2016-10-01 00:00:00,Yes,,,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217011909,2017 Q1,t,1980-10-15 00:00:00,1971-1980,Female,Other,Married or Domestic Partnership,"Some college, no degree",Rents,2,,Unknown,,2017-01-01 00:00:00,Yes,,,,Yes,No,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217012667,2016 Q4,t,1989-09-28 00:00:00,1981-1990,Female,Hispanic,,"Some college, no degree",Rents,0,0,Unknown,75252,2016-10-01 00:00:00,No,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217012749,2017 Q1,t,1985-01-01 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Less than HS,Unknown,2,,Unknown,75243,2017-01-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,Somewhat confident,No,,No,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217012785,2017 Q1,t,1993-06-10 00:00:00,1991-2000,Male,Other,Single,"Some college, no degree",Unknown,,,Unknown,75243,2017-01-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217013525,2017 Q2,t,1961-03-13 00:00:00,1961-1970,Female,Other,Married or Domestic Partnership,,Rents,1,0,,75231,2017-04-01 00:00:00,Yes,,1/0/1900,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217013765,2016 Q4,t,1990-06-28 00:00:00,1981-1990,Female,Other,Married or Domestic Partnership,"Some college, no degree",Rents,0,0,Unknown,75248,2016-10-01 00:00:00,No,,,,Yes,Yes,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,1,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217013944,2016 Q4,t,1958-12-24 00:00:00,1951-1960,Female,Other,Single,Less than HS,Rents,1,1,Unknown,75248,2016-10-01 00:00:00,Yes,,,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,914.0,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217013945,2016 Q4,t,1996-04-28 00:00:00,1991-2000,Female,Other,Single,Less than HS,Rents,1,1,Unknown,75248,2016-10-01 00:00:00,Yes,,,,Yes,No,0,,,0.0,0.0,0.0,0.0,0.0,0.0,914.0,,Yes,Yes,3,,,,,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,16217014264,2017 Q1,t,1986-02-05 00:00:00,1981-1990,Male,Other,Married or Domestic Partnership,Less than HS,Rents,,,Unknown,75243,2017-01-01 00:00:00,Yes,,,,Yes,Yes,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,Yes,No,2,No,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
