employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted,to_timestamp_from_excel
19191,Yes,Employed Full Time,43147,Yes,,,2018-02-16 00:00:00
19192,No,Employed Full Time,42107,Yes,,,2015-04-13 00:00:00
19193,No,Not employed,,,,,
19194,Yes,Employed Full Time,43089,Yes,,Yes,2017-12-20 00:00:00
19195,No,Employed Part Time,43140,Yes,,,2018-02-09 00:00:00
19196,No,Not employed,,,,,
19197,Yes,Employed Part Time,43206,Yes,,,2018-04-16 00:00:00
19198,No,Employed Full Time,42807,Yes,,,2017-03-13 00:00:00
19199,Yes,Employed Full Time,43082,Yes,,,2017-12-13 00:00:00
19200,No,Not employed,,,,,
19201,Yes,Not employed,,,,,
19202,No,Employed Full Time,42036,Yes,,,2015-02-01 00:00:00
19203,Yes,Employed Full Time,43213,Yes,,,2018-04-23 00:00:00
19204,No,Employed Full Time,43102,Yes,,,2018-01-02 00:00:00
19205,Yes,Employed Full Time,43192,Yes,,,2018-04-02 00:00:00
19206,No,Employed Full Time,42984,Yes,,,2017-09-06 00:00:00
19207,Yes,Not employed,,,,,
19208,Yes,Employed Full Time,43166,Yes,,,2018-03-07 00:00:00
19209,No,Not employed,,,,,
19210,No,Employed Full Time,34182,Yes,,,1993-08-01 00:00:00
19211,No,Employed Full Time,42647,Yes,,,2016-10-04 00:00:00
19212,No,Not employed,,,,,
19213,Yes,Employed Full Time,42122,Yes,,,2015-04-28 00:00:00
19214,Yes,Employed Part Time,43024,Yes,,,2017-10-16 00:00:00
19215,No,Not employed,,,,,
19216,No,Not employed,,,,,
19217,No,Employed Full Time,43178,Yes,,,2018-03-19 00:00:00
19218,Yes,Employed Full Time,43174,Yes,,,2018-03-15 00:00:00
19219,No,Employed Full Time,42905,Yes,,,2017-06-19 00:00:00
19220,No,Employed Full Time,39661,Yes,,,2008-08-01 00:00:00
19221,No,Employed Part Time,38718,Yes,,,2006-01-01 00:00:00
19222,Yes,Not employed,,,,,
19223,No,Employed Part Time,43129,Yes,,,2018-01-29 00:00:00
19224,No,Not employed,,,,,
19225,No,Not employed,,,,,
19226,No,Not employed,,,,,
19227,No,Not employed,,,,,
19228,Yes,Not employed,,,,,
19229,Yes,Not employed,,,,,
19230,Yes,Employed Part Time,43213,Yes,,,2018-04-23 00:00:00
19231,No,Not employed,,,,,
19232,No,Not employed,,,,,
19233,Yes,Not employed,,,,,
19234,No,Not employed,,,,,
19235,No,Not employed,,,,,
19236,No,Not employed,,,,,
19237,No,Not employed,,,,,
19238,No,Not employed,,,,,
19239,No,Not employed,,,,,
19240,No,Employed Full Time,42839,Yes,,,2017-04-14 00:00:00
19241,No,Employed Full Time,42948,Yes,,,2017-08-01 00:00:00
19242,No,Not employed,,,,,
19243,No,Employed Full Time,41744,Yes,,,2014-04-15 00:00:00
19244,Yes,Not employed,,,,,
19245,No,Employed Full Time,43087,Yes,,,2017-12-18 00:00:00
19246,Yes,Not employed,,,,,
19247,No,Not employed,,,,,
19248,Yes,Not employed,,,,,
19249,No,Employed Part Time,42139,Yes,,,2015-05-15 00:00:00
19250,Yes,Employed Part Time,43217,Yes,,,2018-04-27 00:00:00
19251,No,Not employed,,,,,
19252,,,,,,,
19253,Yes,Employed Full Time,42993,Yes,,,2017-09-15 00:00:00
19254,Yes,Employed Full Time,43252,Yes,,,2018-06-01 00:00:00
19255,No,Not employed,,,,,
19256,No,Not employed,,,,,
19257,Yes,Not employed,,,,,
19258,No,Not employed,,,,,
19259,No,Not employed,,,,,
19260,No,Not employed,,,,,
19261,No,Employed Full Time,41072,Yes,,,2012-06-12 00:00:00
19262,No,Not employed,,,,,
19263,No,Not employed,,,,,
19264,No,Employed Full Time,43073,Yes,,,2017-12-04 00:00:00
19265,No,Employed Full Time,43102,Yes,,,2018-01-02 00:00:00
19266,No,Not employed,,,,,
19267,No,Employed Full Time,38216,Yes,,,2004-08-17 00:00:00
19268,No,Employed Full Time,37987,Yes,,,2004-01-01 00:00:00
19269,No,Employed Full Time,39624,Yes,,,2008-06-25 00:00:00
19270,No,Not employed,,,,,
19271,No,Not employed,,,,,
19272,No,Not employed,,,,,
19273,No,Employed Full Time,42618,Yes,,,2016-09-05 00:00:00
19274,No,Employed Full Time,43108,Yes,,,2018-01-08 00:00:00
19275,No,Employed Part Time,42773,Yes,,,2017-02-07 00:00:00
19276,No,Employed Part Time,43129,Yes,,,2018-01-29 00:00:00
19277,No,Employed Full Time,43101,Yes,,,2018-01-01 00:00:00
19278,No,Employed Full Time,42005,Yes,,,2015-01-01 00:00:00
19279,No,Not employed,,,,,
19280,No,Not employed,,,,,
19281,No,Employed Full Time,39722,Yes,,,2008-10-01 00:00:00
19282,Yes,Employed Full Time,43251,Yes,,Yes,2018-05-31 00:00:00
19283,No,Not employed,,,,,
19284,No,Not employed,,,,,
19285,No,Not employed,,,,,
19286,No,Not employed,,,,,
19287,No,Not employed,,,,,
19288,No,Not employed,,,,,
19289,Yes,Not employed,,,,Yes,
19290,No,Not employed,,,,,
19291,No,Employed Full Time,43199,Yes,,,2018-04-09 00:00:00
19292,Yes,Employed Full Time,40940,Yes,,,2012-02-01 00:00:00
19293,No,Employed Full Time,42919,Yes,,,2017-07-03 00:00:00
19294,No,Employed Full Time,40057,Yes,,,2009-09-01 00:00:00
19295,No,Employed Full Time,40179,Yes,,,2010-01-01 00:00:00
19296,Yes,Not employed,,,,Yes,
19297,Yes,Not employed,,,,,
19298,No,Not employed,,,,,
19299,No,Employed Part Time,43246,Yes,,,2018-05-26 00:00:00
19300,Yes,Employed Full Time,43192,Yes,,,2018-04-02 00:00:00
19301,No,Not employed,,,,,
19302,Yes,Not employed,,,,Yes,
19303,No,Not employed,,,,,
19304,No,Not employed,,,,,
19305,No,Not employed,,,,,
19306,Yes,Not employed,,,,,
19307,No,Employed Full Time,32874,Yes,,,1990-01-01 00:00:00
19308,Yes,Not employed,,,,,
19309,No,Not employed,,,,,
19310,Yes,Employed Full Time,43005,Yes,,,2017-09-27 00:00:00
19311,No,Employed Full Time,42590,Yes,,,2016-08-08 00:00:00
19312,No,Not employed,,,No,No,
19313,No,Employed Full Time,42180,Yes,No,No,2015-06-25 00:00:00
19314,No,Not employed,,,No,No,
19315,No,Employed Full Time,42499,Yes,No,No,2016-05-09 00:00:00
19316,No,Employed Part Time,42683,Yes,No,No,2016-11-09 00:00:00
19317,No,Not employed,,,No,No,
19318,No,Employed Full Time,43150,Yes,No,No,2018-02-19 00:00:00
19319,No,Employed Full Time,42917,Yes,Yes,No,2017-07-01 00:00:00
19320,Yes,Employed Part Time,42217,Yes,No,No,2015-08-01 00:00:00
19321,No,Not employed,,,No,No,
19322,No,Not employed,,,No,No,
19323,No,Employed Full Time,43083,Yes,No,No,2017-12-14 00:00:00
19324,No,Not employed,,,No,No,
19325,No,Employed Full Time,43187,Yes,No,No,2018-03-28 00:00:00
19326,No,Not employed,,,No,No,
19327,No,Not employed,,,No,No,
19328,Yes,Employed Full Time,43188,Yes,No,No,2018-03-29 00:00:00
19329,No,Employed Full Time,42884,Yes,No,No,2017-05-29 00:00:00
19330,Yes,Not employed,,,Yes,Yes,
19331,No,Not employed,,,No,No,
19332,No,Employed Full Time,42737,Yes,No,No,2017-01-02 00:00:00
19333,No,Not employed,,,No,No,
19334,No,Employed Part Time,42675,Yes,No,No,2016-11-01 00:00:00
19335,No,Employed Full Time,42504,Yes,No,No,2016-05-14 00:00:00
19336,No,Employed Full Time,42948,Yes,No,No,2017-08-01 00:00:00
19337,Yes,Employed Full Time,43132,Yes,No,No,2018-02-01 00:00:00
19338,No,Employed Full Time,42766,Yes,Yes,No,2017-01-31 00:00:00
19339,No,Not employed,,,No,No,
19340,Yes,Employed Full Time,43276,No,No,No,2018-06-25 00:00:00
19341,No,Not employed,,,No,No,
19342,No,Not employed,,,No,No,
19343,No,Not employed,,,No,No,
19344,No,Employed Part Time,42805,Yes,No,No,2017-03-11 00:00:00
19345,No,Employed Part Time,42699,Yes,No,No,2016-11-25 00:00:00
19346,No,Not employed,,,No,No,
19347,No,Employed Part Time,42556,Yes,No,No,2016-07-05 00:00:00
19348,Yes,Employed Full Time,43193,Yes,No,No,2018-04-03 00:00:00
19349,No,Employed Full Time,42878,Yes,No,No,2017-05-23 00:00:00
19350,No,Employed Full Time,42962,Yes,No,No,2017-08-15 00:00:00
19351,No,Employed Full Time,42583,Yes,No,No,2016-08-01 00:00:00
19352,No,Employed Full Time,42107,Yes,No,No,2015-04-13 00:00:00
19353,No,Employed Full Time,42689,Yes,No,No,2016-11-15 00:00:00
19354,No,Not employed,,,No,No,
19355,Yes,Employed Part Time,42767,Yes,No,No,2017-02-01 00:00:00
19356,No,Not employed,,,No,No,
19357,No,Employed Part Time,42527,Yes,No,No,2016-06-06 00:00:00
19358,No,Not employed,,,No,No,
19359,No,Employed Full Time,42796,Yes,No,No,2017-03-02 00:00:00
19360,No,Not employed,,,No,No,
19361,No,Employed Full Time,42136,Yes,No,No,2015-05-12 00:00:00
19362,No,Not employed,,,No,No,
19363,No,Employed Full Time,42240,Yes,No,No,2015-08-24 00:00:00
19364,No,Employed Full Time,42260,Yes,No,No,2015-09-13 00:00:00
19365,No,Employed Full Time,42128,Yes,No,No,2015-05-04 00:00:00
19366,No,Not employed,,,No,No,
19367,No,Employed Full Time,42461,Yes,No,No,2016-04-01 00:00:00
19368,No,Employed Full Time,42368,Yes,No,No,2015-12-30 00:00:00
19369,No,Employed Full Time,42135,Yes,No,No,2015-05-11 00:00:00
19370,No,Employed Full Time,42292,Yes,No,No,2015-10-15 00:00:00
19371,No,Employed Part Time,42913,Yes,No,No,2017-06-27 00:00:00
19372,No,Not employed,,,Yes,No,
19373,No,Employed Full Time,42979,Yes,No,No,2017-09-01 00:00:00
19374,No,Not employed,,,No,No,
19375,No,Employed Part Time,42870,Yes,No,No,2017-05-15 00:00:00
19376,No,Not employed,,,No,No,
19377,No,Employed Part Time,42408,Yes,No,No,2016-02-08 00:00:00
19378,No,Employed Full Time,42534,Yes,No,No,2016-06-13 00:00:00
19379,No,Employed Full Time,42430,Yes,No,No,2016-03-01 00:00:00
19380,No,Employed Full Time,42339,Yes,No,No,2015-12-01 00:00:00
19381,No,Employed Full Time,42636,Yes,No,No,2016-09-23 00:00:00
19382,No,Not employed,,,No,No,
19383,No,Employed Full Time,42904,Yes,No,No,2017-06-18 00:00:00
19384,No,Employed Part Time,42261,Yes,No,No,2015-09-14 00:00:00
19385,No,Not employed,,,No,No,
19386,No,Not employed,,,No,No,
19387,No,Employed Part Time,42375,Yes,No,No,2016-01-06 00:00:00
19388,No,Not employed,,,No,No,
19389,No,Not employed,,,No,No,
19390,No,Employed Full Time,42374,Yes,No,No,2016-01-05 00:00:00
19391,No,Not employed,,,No,No,
19392,No,Not employed,,,No,No,
19393,No,Employed Part Time,42318,Yes,No,No,2015-11-10 00:00:00
19394,No,Employed Full Time,42598,Yes,No,No,2016-08-16 00:00:00
19395,No,Not employed,,,No,No,
19396,No,Employed Full Time,42309,Yes,No,No,2015-11-01 00:00:00
19397,Yes,Employed Part Time,43258,No,Yes,No,2018-06-07 00:00:00
19398,No,Not employed,,,No,No,
19399,No,Employed Full Time,42327,Yes,No,No,2015-11-19 00:00:00
19400,Yes,Employed Full Time,42989,Yes,No,No,2017-09-11 00:00:00
19401,No,Not employed,,,No,No,
19402,No,Employed Full Time,43048,Yes,No,No,2017-11-09 00:00:00
19403,No,Not employed,,,No,No,
19404,No,Employed Full Time,43068,Yes,No,No,2017-11-29 00:00:00
19405,Yes,Employed Part Time,43101,Yes,No,No,2018-01-01 00:00:00
19406,Yes,Employed Full Time,42866,Yes,No,No,2017-05-11 00:00:00
19407,No,Employed Full Time,42340,Yes,No,No,2015-12-02 00:00:00
19408,No,Not employed,,,No,No,
19409,No,Employed Part Time,42401,Yes,No,No,2016-02-01 00:00:00
19410,No,Employed Part Time,42913,Yes,No,No,2017-06-27 00:00:00
19411,No,Not employed,,,No,No,
19412,No,Employed Full Time,42411,Yes,No,No,2016-02-11 00:00:00
19413,No,Employed Full Time,42541,Yes,No,No,2016-06-20 00:00:00
19414,No,Employed Full Time,42793,Yes,Yes,No,2017-02-27 00:00:00
19415,No,Employed Part Time,43255,Yes,No,No,2018-06-04 00:00:00
19416,No,Not employed,,,No,No,
19417,No,Employed Full Time,42719,Yes,No,No,2016-12-15 00:00:00
19418,No,Employed Full Time,42542,Yes,No,No,2016-06-21 00:00:00
19419,No,Employed Full Time,42542,Yes,No,No,2016-06-21 00:00:00
19420,No,Not employed,,,No,No,
19421,No,Employed Part Time,42660,Yes,No,No,2016-10-17 00:00:00
19422,No,Employed Full Time,42524,Yes,Yes,No,2016-06-03 00:00:00
19423,No,Employed Full Time,42522,Yes,No,No,2016-06-01 00:00:00
19424,No,Employed Full Time,42772,Yes,No,No,2017-02-06 00:00:00
19425,No,Employed Full Time,43173,Yes,No,No,2018-03-14 00:00:00
19426,No,Not employed,,,No,No,
19427,No,Not employed,,,No,No,
19428,No,Employed Full Time,42536,Yes,No,No,2016-06-15 00:00:00
19429,No,Employed Part Time,42402,Yes,No,No,2016-02-02 00:00:00
19430,No,Employed Full Time,42445,Yes,No,No,2016-03-16 00:00:00
19431,No,Employed Full Time,42647,Yes,No,No,2016-10-04 00:00:00
19432,No,Not employed,,,No,No,
19433,No,Employed Full Time,42506,Yes,No,No,2016-05-16 00:00:00
19434,No,Not employed,,,No,No,
19435,No,Employed Full Time,42562,Yes,No,No,2016-07-11 00:00:00
19436,No,Employed Full Time,42548,Yes,No,No,2016-06-27 00:00:00
19437,No,Employed Full Time,42814,Yes,No,No,2017-03-20 00:00:00
19438,No,Not employed,,,No,No,
19439,No,Employed Full Time,42522,Yes,No,No,2016-06-01 00:00:00
19440,No,Not employed,,,No,No,
19441,No,Employed Full Time,43000,Yes,No,No,2017-09-22 00:00:00
19442,Yes,Employed Full Time,43258,No,No,No,2018-06-07 00:00:00
19443,No,Employed Full Time,42499,Yes,No,No,2016-05-09 00:00:00
19444,No,Not employed,,,No,No,
19445,No,Employed Full Time,42370,Yes,No,No,2016-01-01 00:00:00
19446,No,Employed Full Time,42597,Yes,No,No,2016-08-15 00:00:00
19447,No,Not employed,,,No,No,
19448,No,Not employed,,,No,No,
19449,No,Employed Full Time,42583,Yes,No,No,2016-08-01 00:00:00
19450,No,Employed Full Time,42502,Yes,No,No,2016-05-12 00:00:00
19451,No,Not employed,,,No,No,
19452,No,Employed Full Time,42738,Yes,No,No,2017-01-03 00:00:00
19453,No,Employed Full Time,42543,Yes,No,No,2016-06-22 00:00:00
19454,No,Not employed,,,No,No,
19455,No,Not employed,,,No,No,
19456,No,Employed Full Time,42866,Yes,No,No,2017-05-11 00:00:00
19457,Yes,Employed Part Time,42503,Yes,No,No,2016-05-13 00:00:00
19458,No,Employed Part Time,43276,No,No,No,2018-06-25 00:00:00
19459,No,Employed Full Time,42569,Yes,No,No,2016-07-18 00:00:00
19460,No,Employed Full Time,42992,Yes,No,No,2017-09-14 00:00:00
19461,No,Not employed,,,No,No,
19462,No,Not employed,,,No,No,
19463,No,Not employed,,,No,No,
19464,No,Employed Full Time,42647,Yes,No,No,2016-10-04 00:00:00
19465,No,Employed Full Time,42648,Yes,No,No,2016-10-05 00:00:00
19466,No,Employed Full Time,42776,Yes,No,No,2017-02-10 00:00:00
19467,Yes,Employed Full Time,42583,Yes,No,No,2016-08-01 00:00:00
19468,Yes,Employed Full Time,43266,Yes,No,No,2018-06-15 00:00:00
19469,No,Not employed,,,No,No,
19470,No,Not employed,,,No,No,
19471,No,Not employed,,,No,No,
19472,No,Employed Full Time,42795,Yes,No,No,2017-03-01 00:00:00
19473,No,Employed Full Time,42635,Yes,No,No,2016-09-22 00:00:00
19474,No,Employed Part Time,42646,Yes,No,No,2016-10-03 00:00:00
19475,No,Employed Full Time,42940,Yes,No,No,2017-07-24 00:00:00
19476,No,Employed Full Time,42606,Yes,No,No,2016-08-24 00:00:00
19477,No,Employed Full Time,42590,Yes,No,No,2016-08-08 00:00:00
19478,No,Employed Part Time,42620,Yes,No,No,2016-09-07 00:00:00
19479,No,Employed Full Time,43228,No,No,No,2018-05-08 00:00:00
19480,Yes,Not employed,,,No,No,
19481,Yes,Employed Full Time,42705,Yes,No,No,2016-12-01 00:00:00
19482,No,Employed Full Time,42583,Yes,Yes,No,2016-08-01 00:00:00
19483,No,Not employed,,,No,No,
19484,No,Employed Full Time,42795,Yes,No,No,2017-03-01 00:00:00
19485,No,Employed Full Time,42616,Yes,No,No,2016-09-03 00:00:00
19486,No,Employed Full Time,42863,Yes,No,No,2017-05-08 00:00:00
19487,No,Not employed,,,No,No,
19488,No,Employed Part Time,42248,Yes,No,No,2015-09-01 00:00:00
19489,No,Employed Full Time,42619,Yes,No,No,2016-09-06 00:00:00
19490,No,Not employed,,,No,No,
19491,No,Not employed,,,No,No,
19492,No,Not employed,,,No,No,
19493,No,Not employed,,,No,No,
19494,No,Not employed,,,No,No,
19495,No,Not employed,,,No,No,
19496,No,Employed Full Time,42815,Yes,No,No,2017-03-21 00:00:00
19497,No,Employed Full Time,42992,Yes,No,No,2017-09-14 00:00:00
19498,No,Employed Full Time,42990,Yes,No,No,2017-09-12 00:00:00
19499,No,Employed Full Time,42706,Yes,No,No,2016-12-02 00:00:00
19500,No,Employed Full Time,43108,Yes,No,No,2018-01-08 00:00:00
19501,No,Not employed,,,No,No,
19502,No,Employed Full Time,42828,Yes,No,No,2017-04-03 00:00:00
19503,No,Employed Full Time,42829,Yes,No,No,2017-04-04 00:00:00
19504,No,Employed Part Time,43159,Yes,No,No,2018-02-28 00:00:00
19505,No,Employed Full Time,42247,Yes,No,No,2015-08-31 00:00:00
19506,No,Employed Part Time,43024,Yes,No,No,2017-10-16 00:00:00
19507,No,Not employed,,,No,No,
19508,No,Not employed,,,No,No,
19509,No,Not employed,,,No,No,
19510,No,Employed Full Time,42885,Yes,No,No,2017-05-30 00:00:00
19511,No,Employed Full Time,42744,Yes,No,No,2017-01-09 00:00:00
19512,No,Employed Full Time,43047,Yes,No,No,2017-11-08 00:00:00
19513,Yes,Employed Full Time,43256,Yes,Yes,Yes,2018-06-05 00:00:00
19514,No,Employed Full Time,42653,Yes,No,No,2016-10-10 00:00:00
19515,No,Employed Part Time,43070,Yes,No,No,2017-12-01 00:00:00
19516,No,Employed Full Time,43241,Yes,No,No,2018-05-21 00:00:00
19517,No,Employed Full Time,42881,Yes,No,No,2017-05-26 00:00:00
19518,No,Employed Full Time,42835,Yes,No,No,2017-04-10 00:00:00
19519,No,Not employed,,,No,No,
19520,No,Employed Full Time,42709,Yes,No,No,2016-12-05 00:00:00
19521,No,Employed Full Time,42695,Yes,No,No,2016-11-21 00:00:00
19522,Yes,Employed Full Time,42727,Yes,No,No,2016-12-23 00:00:00
19523,No,Employed Part Time,42923,Yes,No,No,2017-07-07 00:00:00
19524,No,Employed Part Time,42691,Yes,No,No,2016-11-17 00:00:00
19525,No,Employed Part Time,42798,Yes,No,No,2017-03-04 00:00:00
19526,Yes,Not employed,,,No,No,
19527,No,Not employed,,,No,No,
19528,Yes,Employed Full Time,42993,Yes,Yes,No,2017-09-15 00:00:00
19529,Yes,Employed Part Time,42583,Yes,Yes,No,2016-08-01 00:00:00
19530,Yes,Employed Full Time,42992,Yes,Yes,No,2017-09-14 00:00:00
19531,No,Employed Full Time,42908,Yes,No,No,2017-06-22 00:00:00
19532,No,Employed Full Time,42979,Yes,No,No,2017-09-01 00:00:00
19533,Yes,Employed Full Time,42807,Yes,No,No,2017-03-13 00:00:00
19534,No,Employed Full Time,42807,Yes,No,No,2017-03-13 00:00:00
19535,No,Employed Full Time,42808,Yes,No,No,2017-03-14 00:00:00
19536,No,Employed Full Time,43147,Yes,No,No,2018-02-16 00:00:00
19537,No,Employed Full Time,42830,Yes,No,No,2017-04-05 00:00:00
19538,No,Employed Full Time,43179,Yes,No,No,2018-03-20 00:00:00
19539,No,Not employed,,,Yes,No,
19540,No,Employed Full Time,42970,Yes,No,No,2017-08-23 00:00:00
19541,No,Employed Full Time,42803,Yes,No,No,2017-03-09 00:00:00
19542,No,Employed Full Time,42768,Yes,Yes,No,2017-02-02 00:00:00
19543,No,Not employed,,,No,No,
19544,Yes,Employed Full Time,43200,Yes,No,No,2018-04-10 00:00:00
19545,No,Not employed,,,No,No,
19546,Yes,Not employed,,,Yes,No,
19547,Yes,Employed Full Time,42758,Yes,Yes,No,2017-01-23 00:00:00
19548,No,Not employed,,,No,No,
19549,No,Not employed,,,Yes,No,
19550,No,Not employed,,,No,No,
19551,No,Employed Full Time,42556,Yes,No,No,2016-07-05 00:00:00
19552,No,Employed Full Time,42866,Yes,No,No,2017-05-11 00:00:00
19553,No,Not employed,,,No,No,
19554,No,Employed Part Time,42844,Yes,No,No,2017-04-19 00:00:00
19555,No,Employed Full Time,43010,Yes,No,No,2017-10-02 00:00:00
19556,No,Not employed,,,No,No,
19557,No,Not employed,,,No,No,
19558,No,Not employed,,,No,No,
19559,Yes,Not employed,,,Yes,No,
19560,No,Employed Full Time,43021,Yes,No,No,2017-10-13 00:00:00
19561,Yes,Employed Full Time,43041,Yes,No,No,2017-11-02 00:00:00
19562,No,Not employed,,,No,No,
19563,No,Employed Part Time,42962,Yes,No,No,2017-08-15 00:00:00
19564,No,Employed Full Time,42909,Yes,No,No,2017-06-23 00:00:00
19565,No,Not employed,,,No,No,
19566,No,Employed Full Time,42885,Yes,No,No,2017-05-30 00:00:00
19567,No,Not employed,,,No,No,
19568,No,Employed Full Time,42892,Yes,No,No,2017-06-06 00:00:00
19569,No,Not employed,,,No,No,
19570,No,Not employed,,,No,No,
19571,No,Employed Full Time,42879,Yes,No,No,2017-05-24 00:00:00
19572,No,Employed Full Time,42888,Yes,No,No,2017-06-02 00:00:00
19573,No,Employed Part Time,42884,Yes,Yes,No,2017-05-29 00:00:00
19574,No,Not employed,,,No,No,
19575,No,Employed Full Time,42905,Yes,No,No,2017-06-19 00:00:00
19576,No,Not employed,,,No,No,
19577,No,Not employed,,,No,No,
19578,No,Employed Full Time,42825,Yes,No,No,2017-03-31 00:00:00
19579,No,Not employed,,,No,No,
19580,No,Employed Full Time,42835,Yes,No,No,2017-04-10 00:00:00
19581,No,Employed Part Time,42893,Yes,No,No,2017-06-07 00:00:00
19582,No,Not employed,,,Yes,No,
19583,No,Not employed,,,Yes,No,
19584,No,Employed Part Time,42926,Yes,No,No,2017-07-10 00:00:00
19585,No,Employed Part Time,43010,Yes,No,No,2017-10-02 00:00:00
19586,No,Employed Full Time,42979,Yes,No,No,2017-09-01 00:00:00
19587,No,Employed Full Time,42979,Yes,No,No,2017-09-01 00:00:00
19588,No,Not employed,,,No,No,
19589,No,Employed Full Time,42920,Yes,No,No,2017-07-04 00:00:00
19590,No,Employed Full Time,43045,Yes,No,No,2017-11-06 00:00:00
19591,No,Not employed,,,No,No,
19592,No,Not employed,,,No,No,
19593,No,Employed Full Time,43158,Yes,No,No,2018-02-27 00:00:00
19594,No,Employed Full Time,42888,Yes,Yes,No,2017-06-02 00:00:00
19595,No,Employed Part Time,42920,Yes,No,No,2017-07-04 00:00:00
19596,No,Employed Full Time,43010,Yes,No,No,2017-10-02 00:00:00
19597,No,Not employed,,,No,No,
19598,No,Not employed,,,No,No,
19599,No,Not employed,,,No,No,
19600,No,Not employed,,,No,No,
19601,No,Employed Full Time,42997,Yes,No,No,2017-09-19 00:00:00
19602,Yes,Employed Full Time,43276,Yes,No,No,2018-06-25 00:00:00
19603,No,Employed Full Time,43108,Yes,No,No,2018-01-08 00:00:00
19604,No,Employed Part Time,43003,Yes,No,No,2017-09-25 00:00:00
19605,Yes,Employed Full Time,43271,Yes,No,No,2018-06-20 00:00:00
19606,No,Not employed,,,No,No,
19607,No,Employed Full Time,43000,Yes,No,No,2017-09-22 00:00:00
19608,No,Employed Full Time,43005,Yes,No,No,2017-09-27 00:00:00
19609,Yes,Employed Part Time,42940,Yes,No,No,2017-07-24 00:00:00
19610,No,Employed Full Time,43084,Yes,No,No,2017-12-15 00:00:00
19611,No,Employed Full Time,42887,Yes,No,No,2017-06-01 00:00:00
19612,No,Employed Full Time,43186,Yes,No,No,2018-03-27 00:00:00
19613,No,Employed Full Time,43007,Yes,No,No,2017-09-29 00:00:00
19614,No,Not employed,,,No,No,
19615,No,Not employed,,,No,No,
19616,No,Employed Part Time,42933,Yes,No,No,2017-07-17 00:00:00
19617,No,Employed Full Time,43009,Yes,No,No,2017-10-01 00:00:00
19618,No,Not employed,,,Yes,No,
19619,No,Employed Full Time,43244,No,No,No,2018-05-24 00:00:00
19620,No,Employed Full Time,43024,Yes,No,No,2017-10-16 00:00:00
19621,No,Not employed,,,Yes,No,
19622,No,Employed Part Time,42993,Yes,No,No,2017-09-15 00:00:00
19623,No,Not employed,,,Yes,No,
19624,No,Not employed,,,Yes,No,
19625,Yes,Not employed,,,No,No,
19626,No,Not employed,,,Yes,No,
19627,No,Employed Full Time,43031,Yes,No,No,2017-10-23 00:00:00
19628,No,Employed Part Time,43270,Yes,No,No,2018-06-19 00:00:00
19629,Yes,Employed Full Time,43070,Yes,No,No,2017-12-01 00:00:00
19630,No,Employed Part Time,43117,Yes,No,No,2018-01-17 00:00:00
19631,No,Employed Part Time,43234,No,No,No,2018-05-14 00:00:00
19632,No,Employed Full Time,43047,Yes,Yes,No,2017-11-08 00:00:00
19633,No,Not employed,,,No,No,
19634,No,Employed Part Time,43031,Yes,No,No,2017-10-23 00:00:00
19635,No,Not employed,,,No,No,
19636,Yes,Employed Full Time,43045,Yes,No,No,2017-11-06 00:00:00
19637,No,Employed Part Time,42990,Yes,No,No,2017-09-12 00:00:00
19638,No,Not employed,,,No,No,
19639,No,Employed Full Time,43070,Yes,No,No,2017-12-01 00:00:00
19640,No,Employed Full Time,43089,Yes,No,No,2017-12-20 00:00:00
19641,No,Not employed,,,No,No,
19642,Yes,Employed Part Time,43199,Yes,Yes,Yes,2018-04-09 00:00:00
19643,Yes,Employed Full Time,43160,Yes,No,No,2018-03-01 00:00:00
19644,Yes,Employed Full Time,43111,Yes,No,No,2018-01-11 00:00:00
19645,No,Employed Full Time,43165,Yes,No,No,2018-03-06 00:00:00
19646,No,Not employed,,,No,No,
19647,No,Employed Full Time,43143,Yes,No,No,2018-02-12 00:00:00
19648,No,Employed Full Time,43255,Yes,No,No,2018-06-04 00:00:00
19649,Yes,Employed Full Time,43073,Yes,No,No,2017-12-04 00:00:00
19650,Yes,Employed Full Time,43132,Yes,No,No,2018-02-01 00:00:00
19651,Yes,Not employed,,,No,No,
19652,Yes,Not employed,,,No,No,
19653,Yes,Employed Full Time,43200,No,No,No,2018-04-10 00:00:00
19654,No,Not employed,,,No,No,
19655,No,Not employed,,,No,No,
19656,No,Employed Part Time,42370,Yes,No,No,2016-01-01 00:00:00
19657,No,Employed Full Time,43277,No,No,No,2018-06-26 00:00:00
19658,No,Employed Part Time,43213,No,No,No,2018-04-23 00:00:00
19659,No,Employed Part Time,43199,No,No,No,2018-04-09 00:00:00
19660,No,Employed Full Time,43070,Yes,No,No,2017-12-01 00:00:00
19661,Yes,Not employed,,,Yes,Yes,
19662,Yes,Not employed,,,No,No,
19663,No,Employed Full Time,43192,No,No,No,2018-04-02 00:00:00
19664,Yes,Employed Full Time,43214,No,No,No,2018-04-24 00:00:00
19665,Yes,Employed Full Time,43181,Yes,No,No,2018-03-22 00:00:00
19666,No,Employed Full Time,43181,Yes,No,No,2018-03-22 00:00:00
19667,Yes,Not employed,,,No,No,
19668,No,Employed Full Time,43180,Yes,No,No,2018-03-21 00:00:00
19669,Yes,Not employed,,,No,No,
19670,No,Not employed,,,No,No,
19671,No,Not employed,,,No,No,
19672,No,Not employed,,,No,No,
