employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted
19573,No,Employed Part Time,2017-05-29 00:00:00,Yes,Yes,No
19574,No,Not employed,,,No,No
19575,No,Employed Full Time,2017-06-19 00:00:00,Yes,No,No
19576,No,Not employed,,,No,No
19577,No,Not employed,,,No,No
19578,No,Employed Full Time,2017-03-31 00:00:00,Yes,No,No
19579,No,Not employed,,,No,No
19580,No,Employed Full Time,2017-04-10 00:00:00,Yes,No,No
19581,No,Employed Part Time,2017-06-07 00:00:00,Yes,No,No
19582,No,Not employed,,,Yes,No
19583,No,Not employed,,,Yes,No
19584,No,Employed Part Time,2017-07-10 00:00:00,Yes,No,No
19585,No,Employed Part Time,2017-10-02 00:00:00,Yes,No,No
19586,No,Employed Full Time,2017-09-01 00:00:00,Yes,No,No
19587,No,Employed Full Time,2017-09-01 00:00:00,Yes,No,No
19588,No,Not employed,,,No,No
19589,No,Employed Full Time,2017-07-04 00:00:00,Yes,No,No
19590,No,Employed Full Time,2017-11-06 00:00:00,Yes,No,No
19591,No,Not employed,,,No,No
19592,No,Not employed,,,No,No
19593,No,Employed Full Time,2018-02-27 00:00:00,Yes,No,No
19594,No,Employed Full Time,2017-06-02 00:00:00,Yes,Yes,No
19595,No,Employed Part Time,2017-07-04 00:00:00,Yes,No,No
19596,No,Employed Full Time,2017-10-02 00:00:00,Yes,No,No
19597,No,Not employed,,,No,No
19598,No,Not employed,,,No,No
19599,No,Not employed,,,No,No
19600,No,Not employed,,,No,No
19601,No,Employed Full Time,2017-09-19 00:00:00,Yes,No,No
19602,Yes,Employed Full Time,2018-06-25 00:00:00,Yes,No,No
19603,No,Employed Full Time,2018-01-08 00:00:00,Yes,No,No
19604,No,Employed Part Time,2017-09-25 00:00:00,Yes,No,No
19605,Yes,Employed Full Time,2018-06-20 00:00:00,Yes,No,No
19606,No,Not employed,,,No,No
19607,No,Employed Full Time,2017-09-22 00:00:00,Yes,No,No
19608,No,Employed Full Time,2017-09-27 00:00:00,Yes,No,No
19609,Yes,Employed Part Time,2017-07-24 00:00:00,Yes,No,No
19610,No,Employed Full Time,2017-12-15 00:00:00,Yes,No,No
19611,No,Employed Full Time,2017-06-01 00:00:00,Yes,No,No
19612,No,Employed Full Time,2018-03-27 00:00:00,Yes,No,No
19613,No,Employed Full Time,2017-09-29 00:00:00,Yes,No,No
19614,No,Not employed,,,No,No
19615,No,Not employed,,,No,No
19616,No,Employed Part Time,2017-07-17 00:00:00,Yes,No,No
19617,No,Employed Full Time,2017-10-01 00:00:00,Yes,No,No
19618,No,Not employed,,,Yes,No
19619,No,Employed Full Time,2018-05-24 00:00:00,No,No,No
19620,No,Employed Full Time,2017-10-16 00:00:00,Yes,No,No
19621,No,Not employed,,,Yes,No
19622,No,Employed Part Time,2017-09-15 00:00:00,Yes,No,No
19623,No,Not employed,,,Yes,No
19624,No,Not employed,,,Yes,No
19625,Yes,Not employed,,,No,No
19626,No,Not employed,,,Yes,No
19627,No,Employed Full Time,2017-10-23 00:00:00,Yes,No,No
19628,No,Employed Part Time,2018-06-19 00:00:00,Yes,No,No
19629,Yes,Employed Full Time,2017-12-01 00:00:00,Yes,No,No
19630,No,Employed Part Time,2018-01-17 00:00:00,Yes,No,No
19631,No,Employed Part Time,2018-05-14 00:00:00,No,No,No
19632,No,Employed Full Time,2017-11-08 00:00:00,Yes,Yes,No
19633,No,Not employed,,,No,No
19634,No,Employed Part Time,2017-10-23 00:00:00,Yes,No,No
19635,No,Not employed,,,No,No
19636,Yes,Employed Full Time,2017-11-06 00:00:00,Yes,No,No
19637,No,Employed Part Time,2017-09-12 00:00:00,Yes,No,No
19638,No,Not employed,,,No,No
19639,No,Employed Full Time,2017-12-01 00:00:00,Yes,No,No
19640,No,Employed Full Time,2017-12-20 00:00:00,Yes,No,No
19641,No,Not employed,,,No,No
19642,Yes,Employed Part Time,2018-04-09 00:00:00,Yes,Yes,Yes
19643,Yes,Employed Full Time,2018-03-01 00:00:00,Yes,No,No
19644,Yes,Employed Full Time,2018-01-11 00:00:00,Yes,No,No
19645,No,Employed Full Time,2018-03-06 00:00:00,Yes,No,No
19646,No,Not employed,,,No,No
19647,No,Employed Full Time,2018-02-12 00:00:00,Yes,No,No
19648,No,Employed Full Time,2018-06-04 00:00:00,Yes,No,No
19649,Yes,Employed Full Time,2017-12-04 00:00:00,Yes,No,No
19650,Yes,Employed Full Time,2018-02-01 00:00:00,Yes,No,No
19651,Yes,Not employed,,,No,No
19652,Yes,Not employed,,,No,No
19653,Yes,Employed Full Time,2018-04-10 00:00:00,No,No,No
19654,No,Not employed,,,No,No
19655,No,Not employed,,,No,No
19656,No,Employed Part Time,2016-01-01 00:00:00,Yes,No,No
19657,No,Employed Full Time,2018-06-26 00:00:00,No,No,No
19658,No,Employed Part Time,2018-04-23 00:00:00,No,No,No
19659,No,Employed Part Time,2018-04-09 00:00:00,No,No,No
19660,No,Employed Full Time,2017-12-01 00:00:00,Yes,No,No
19661,Yes,Not employed,,,Yes,Yes
19662,Yes,Not employed,,,No,No
19663,No,Employed Full Time,2018-04-02 00:00:00,No,No,No
19664,Yes,Employed Full Time,2018-04-24 00:00:00,No,No,No
19665,Yes,Employed Full Time,2018-03-22 00:00:00,Yes,No,No
19666,No,Employed Full Time,2018-03-22 00:00:00,Yes,No,No
19667,Yes,Not employed,,,No,No
19668,No,Employed Full Time,2018-03-21 00:00:00,Yes,No,No
19669,Yes,Not employed,,,No,No
19670,No,Not employed,,,No,No
19671,No,Not employed,,,No,No
19672,No,Not employed,,,No,No
19673,Yes,Employed Part Time,2018-06-18 00:00:00,No,No,No
19674,No,Employed Full Time,2018-03-21 00:00:00,Yes,No,No
19675,Yes,Not employed,,,Yes,Yes
19676,Yes,Employed Part Time,2018-04-09 00:00:00,No,Yes,Yes
19677,Yes,Not employed,,,Yes,Yes
19678,Yes,Employed Part Time,2018-05-31 00:00:00,No,Yes,Yes
19679,Yes,Employed Full Time,2018-05-29 00:00:00,No,Yes,Yes
19680,Yes,Not employed,,,Yes,No
19681,Yes,Not employed,,,Yes,Yes
19682,Yes,Not employed,,,Yes,No
19683,Yes,Employed Full Time,2018-05-28 00:00:00,No,No,No
19684,Yes,Not employed,,,Yes,No
19685,Yes,Employed Full Time,2018-05-21 00:00:00,No,Yes,Yes
19686,Yes,Employed Full Time,2018-05-17 00:00:00,No,Yes,Yes
19687,Yes,Employed Full Time,2018-06-24 00:00:00,No,Yes,Yes
19688,Yes,Not employed,,,Yes,Yes
19689,Yes,Employed Full Time,2018-05-22 00:00:00,No,Yes,Yes
19690,Yes,Employed Full Time,2018-06-11 00:00:00,No,Yes,Yes
19691,Yes,Not employed,,,Yes,Yes
19692,Yes,Employed Full Time,2018-06-28 00:00:00,No,Yes,Yes
19693,Yes,Employed Full Time,2018-06-06 00:00:00,No,Yes,Yes
19694,Yes,Not employed,,,No,No
19695,Yes,Not employed,,,Yes,Yes
19696,Yes,Employed Full Time,2018-05-21 00:00:00,No,Yes,Yes
19697,Yes,Not employed,,,Yes,Yes
19698,Yes,Employed Full Time,2018-05-14 00:00:00,No,Yes,Yes
19699,Yes,Employed Full Time,2018-05-31 00:00:00,No,Yes,Yes
19700,Yes,Not employed,,,Yes,Yes
19701,Yes,Not employed,,,Yes,Yes
19702,Yes,Employed Full Time,2018-06-30 00:00:00,No,Yes,Yes
19703,Yes,Not employed,,,Yes,Yes
19704,Yes,Employed Full Time,2018-02-01 00:00:00,Yes,Yes,Yes
19705,Yes,Not employed,,,Yes,Yes
19706,Yes,Not employed,,,Yes,Yes
19707,Yes,Not employed,,,Yes,Yes
19708,Yes,Not employed,,,Yes,Yes
19709,Yes,Employed Full Time,2018-06-14 00:00:00,No,Yes,Yes
19710,Yes,Not employed,,,Yes,No
19711,Yes,Not employed,,,Yes,No
19712,No,Not employed,,,No,No
19713,Yes,Not employed,,,Yes,Yes
19714,Yes,Not employed,,,Yes,Yes
19715,No,Employed Full Time,2016-06-01 00:00:00,Yes,No,No
19716,No,Not employed,,,No,No
19717,No,Not employed,,,No,No
19718,No,Not employed,,,No,No
19719,No,Not employed,,,No,No
19720,No,Not employed,,,No,No
19721,No,Not employed,,,No,No
19722,No,Not employed,,,No,No
19723,No,Not employed,,,No,No
19724,No,Not employed,,,No,No
19725,No,Employed Full Time,2018-01-01 00:00:00,Yes,No,No
19726,No,Not employed,,,No,No
19727,No,Not employed,,,No,No
19728,No,Not employed,,,No,No
19729,No,Not employed,,,No,No
19730,No,Not employed,,,No,No
19731,No,Not employed,,,No,No
19732,No,Not employed,,,No,No
19733,No,Not employed,,,No,No
19734,Yes,Not employed,,,Yes,Yes
19735,Yes,Not employed,,,Yes,Yes
19736,No,Not employed,,,No,No
19737,No,Not employed,,,No,No
19738,No,Not employed,,,No,No
19739,No,Not employed,,,No,No
19740,Yes,Employed Full Time,2017-08-08 00:00:00,,,
19741,Yes,Not employed,,,,
19742,Yes,Employed Full Time,2018-03-26 00:00:00,,,
19743,Yes,Not employed,,,,
19744,,Not employed,,,,
19745,Yes,Employed Part Time,2015-10-01 00:00:00,,,
19746,,Employed Full Time,2017-11-09 00:00:00,,,
19747,,Not employed,,,,
19748,,Employed Part Time,2016-06-16 00:00:00,,,
19749,Yes,Employed Part Time,2018-01-01 00:00:00,,,
19750,Yes,Not employed,,,,
19751,,Employed Full Time,2015-09-01 00:00:00,,,
19752,Yes,Employed Full Time,2017-10-19 00:00:00,,,
19753,,Employed Full Time,2011-02-01 00:00:00,,,
19754,Yes,Not employed,,,,
19755,Yes,Employed Full Time,2016-01-01 00:00:00,,,
19756,,Employed Full Time,2018-04-10 00:00:00,,,
19757,Yes,Not employed,,,,
19758,Yes,Employed Full Time,2018-05-10 00:00:00,,,
19759,Yes,Employed Full Time,2016-01-01 00:00:00,,,
19760,Yes,Employed Full Time,2018-03-12 00:00:00,,,
19761,Yes,Employed Part Time,2016-06-12 00:00:00,,,
19762,Yes,Employed Part Time,2018-04-23 00:00:00,,,
19763,Yes,Not employed,,,,
19764,Yes,Employed Full Time,2016-05-01 00:00:00,,,
19765,Yes,Not employed,,,,
19766,,Not employed,,,,
19767,Yes,Not employed,,,,
19768,Yes,Employed Part Time,2015-01-01 00:00:00,,,
19769,Yes,Employed Part Time,2015-01-01 00:00:00,,,
19770,Yes,Employed Full Time,2018-05-31 00:00:00,,,
19771,Yes,Employed Full Time,2018-03-01 00:00:00,,,
19772,Yes,Employed Full Time,2017-07-17 00:00:00,,,
19773,,Not employed,,,,
19774,Yes,Employed Full Time,2017-11-30 00:00:00,,,
19775,Yes,Not employed,,,,
19776,Yes,Not employed,,,,
19777,Yes,Not employed,,,,
19778,Yes,Not employed,,,,
19779,,Employed Part Time,2017-10-23 00:00:00,,,
19780,,Employed Full Time,2018-02-05 00:00:00,,,
19781,Yes,Employed Part Time,2017-11-01 00:00:00,,,
19782,Yes,Not employed,,,,
19783,Yes,Employed Part Time,2017-06-01 00:00:00,,,
19784,Yes,Employed Full Time,2017-12-19 00:00:00,,,
19785,Yes,Employed Full Time,2018-05-14 00:00:00,,,
19786,Yes,Not employed,,,,
19787,Yes,Employed Part Time,2018-06-01 00:00:00,,,
19788,Yes,Not employed,,,,
19789,Yes,Employed Full Time,2018-07-02 00:00:00,,,
19790,Yes,Not employed,,,,
19791,Yes,Employed Full Time,2017-08-12 00:00:00,,,
19792,Yes,Employed Full Time,2018-07-02 00:00:00,,,
19793,Yes,Employed Full Time,2018-01-01 00:00:00,,,
19794,,Employed Full Time,2017-09-01 00:00:00,,,
19795,Yes,Employed Full Time,2018-04-30 00:00:00,,,
19796,Yes,Employed Full Time,2018-03-01 00:00:00,,,
19797,Yes,Not employed,,,,
19798,Yes,Employed Part Time,2018-01-01 00:00:00,,,
19799,Yes,Employed Full Time,2013-02-01 00:00:00,,,
19800,Yes,Not employed,,,,
19801,Yes,Not employed,,,,
19802,Yes,Employed Full Time,2017-10-01 00:00:00,,,
19803,Yes,Not employed,,,,
19804,Yes,Not employed,,,,
19805,Yes,Not employed,,,,
19806,Yes,Not employed,,,,
19807,Yes,Not employed,,,,
19808,Yes,Not employed,,,,
19809,Yes,Employed Full Time,2018-06-01 00:00:00,,,
19810,Yes,Not employed,,,,
19811,Yes,Employed Full Time,2018-04-30 00:00:00,,,
19812,Yes,Not employed,,,,
19813,Yes,Employed Full Time,2018-01-02 00:00:00,,,
19814,Yes,Not employed,,,,
19815,Yes,Not employed,,,,
19816,Yes,Employed Full Time,2018-05-14 00:00:00,,,
19817,Yes,Employed Full Time,2018-03-05 00:00:00,,,
19818,Yes,Not employed,,,,
19819,Yes,Not employed,,,,
19820,Yes,Employed Part Time,2018-03-01 00:00:00,,,
19821,Yes,Employed Full Time,2018-03-23 00:00:00,,,
19822,Yes,Employed Full Time,2017-09-01 00:00:00,,,
19823,Yes,Not employed,,,,
19824,,Employed Full Time,2016-04-01 00:00:00,,,
19825,Yes,Employed Part Time,2016-07-31 00:00:00,,,
19826,Yes,Not employed,,,,
19827,Yes,Employed Full Time,2018-04-23 00:00:00,,,
19828,Yes,Employed Part Time,2018-02-02 00:00:00,,,
19829,Yes,Not employed,,,,
19830,Yes,Employed Full Time,2018-06-04 00:00:00,,,
19831,Yes,Not employed,,,,
19832,Yes,Not employed,,,,
19833,Yes,Not employed,,,,
19834,Yes,Not employed,,,,
19835,Yes,Employed Part Time,2018-03-26 00:00:00,,,
19836,Yes,Employed Full Time,2013-08-01 00:00:00,,,
19837,Yes,Employed Full Time,2018-05-07 00:00:00,,,
19838,Yes,Employed Part Time,2018-05-07 00:00:00,,,
19839,Yes,Employed Full Time,2018-05-01 00:00:00,,,
19840,Yes,Employed Full Time,2018-05-14 00:00:00,,,
19841,Yes,Employed Full Time,2010-03-17 00:00:00,,,
19842,Yes,Employed Part Time,2018-05-03 00:00:00,,,
19843,Yes,Not employed,,,,
19844,Yes,Not employed,,,,
19845,Yes,Not employed,,,,
19846,Yes,Not employed,,,,
19847,,Not employed,,,,
19848,,Employed Part Time,2017-12-01 00:00:00,,,
19849,Yes,Not employed,,,,
19850,Yes,Employed Full Time,2018-04-30 00:00:00,,,
19851,Yes,Not employed,,,,
19852,Yes,Not employed,,,,
19853,Yes,Not employed,,,,
19854,Yes,Employed Full Time,2013-10-01 00:00:00,,,
19855,Yes,Employed Part Time,2016-08-01 00:00:00,,,
19856,Yes,Not employed,,,,
19857,Yes,Not employed,,,,
19858,Yes,Employed Full Time,2018-04-02 00:00:00,,,
19859,Yes,Not employed,,,,
19860,Yes,Not employed,,,,
19861,Yes,Employed Full Time,2018-03-14 00:00:00,,,
19862,Yes,Not employed,,,,
19863,Yes,Employed Full Time,2018-05-01 00:00:00,,,
19864,Yes,Not employed,,,,
19865,Yes,Employed Full Time,2016-08-01 00:00:00,,,
19866,Yes,Employed Full Time,2017-01-01 00:00:00,,,
19867,Yes,Employed Full Time,2018-05-09 00:00:00,,,
19868,Yes,Employed Full Time,2018-07-09 00:00:00,,,
19869,Yes,Employed Full Time,2018-06-11 00:00:00,,,
19870,Yes,Not employed,,,,
19871,Yes,Not employed,,,,
19872,Yes,Employed Full Time,2018-04-30 00:00:00,,,
19873,Yes,Employed Part Time,2017-09-25 00:00:00,,,
19874,Yes,Not employed,,,,
19875,Yes,Not employed,,,,
19876,Yes,Employed Part Time,2018-01-01 00:00:00,,,
19877,Yes,Not employed,,,,
19878,Yes,Employed Full Time,2011-07-01 00:00:00,,,
19879,Yes,Employed Full Time,2018-05-09 00:00:00,,,
19880,Yes,Not employed,,,,
19881,,Employed Full Time,2017-07-01 00:00:00,,,
19882,Yes,Employed Part Time,2018-04-03 00:00:00,,,
19883,Yes,Not employed,,,,
19884,Yes,Not employed,,,,
19885,Yes,Not employed,,,,
19886,Yes,Not employed,,,,
19887,Yes,Not employed,,,,
19888,Yes,Not employed,,,,
19889,,Employed Full Time,2017-12-01 00:00:00,,,
19890,Yes,Not employed,,,,
19891,Yes,Not employed,,,,
19892,Yes,Not employed,,,,
19893,Yes,Not employed,,,,
19894,Yes,Not employed,,,,
19895,Yes,Not employed,,,,
19896,Yes,Not employed,,,,
19897,Yes,Not employed,,,,
19898,Yes,Not employed,,,,
19899,Yes,Employed Part Time,2018-03-15 00:00:00,,,
19900,Yes,Not employed,,,,
19901,Yes,Employed Full Time,2017-03-01 00:00:00,,,
19902,Yes,Not employed,,,,
19903,Yes,Not employed,,,,
19904,Yes,Not employed,,,,
19905,Yes,Employed Full Time,2018-06-18 00:00:00,,,
19906,Yes,Not employed,,,,
19907,Yes,Not employed,,,,
19908,Yes,Employed Full Time,2018-05-22 00:00:00,,,
19909,Yes,Not employed,,,,
19910,Yes,Not employed,,,,
19911,Yes,Not employed,,,,
19912,Yes,Not employed,,,,
19913,Yes,Employed Part Time,2018-02-01 00:00:00,,,
19914,Yes,Employed Part Time,2017-11-20 00:00:00,,,
19915,Yes,Not employed,,,,
19916,Yes,Not employed,,,,
19917,Yes,Employed Part Time,2017-01-06 00:00:00,,,
19918,Yes,Not employed,,,,
19919,Yes,Employed Part Time,2015-08-01 00:00:00,,,
19920,Yes,Not employed,,,,
19921,Yes,Employed Full Time,2018-05-15 00:00:00,,,
19922,Yes,Employed Full Time,2018-05-15 00:00:00,,,
19923,Yes,Not employed,,,,
19924,Yes,Not employed,,,,
19925,Yes,Not employed,,,,
19926,Yes,Employed Full Time,2018-05-21 00:00:00,,,
19927,Yes,Employed Part Time,2017-09-01 00:00:00,,,
19928,Yes,Not employed,,,,
19929,Yes,Not employed,,,,
19930,Yes,Not employed,,,,
19931,Yes,Not employed,,,,
19932,Yes,Not employed,,,,
19933,Yes,Not employed,,,,
19934,Yes,Not employed,,,,
19935,Yes,Not employed,,,,
19936,Yes,Not employed,,,,
19937,Yes,Employed Full Time,2018-06-15 00:00:00,,,
19938,Yes,Employed Part Time,2017-04-09 00:00:00,,,
19939,Yes,Not employed,,,,
19940,Yes,Not employed,,,,
19941,Yes,Employed Full Time,2017-11-01 00:00:00,,,
19942,Yes,Not employed,,,,
19943,Yes,Employed Part Time,2018-04-01 00:00:00,,,
19944,Yes,Employed Part Time,2018-01-16 00:00:00,,,
19945,Yes,Not employed,,,,
19946,Yes,Employed Part Time,2018-01-15 00:00:00,,,
19947,Yes,Not employed,,,,
19948,Yes,Employed Full Time,2018-07-26 00:00:00,,,
19949,Yes,Not employed,,,,
19950,Yes,Not employed,,,,
19951,Yes,Not employed,,,,
19952,Yes,Not employed,,,,
19953,Yes,Not employed,,,,
19954,Yes,Employed Full Time,2015-03-01 00:00:00,,,
19955,Yes,Not employed,,,,
19956,Yes,Employed Full Time,2018-06-25 00:00:00,,,
19957,Yes,Not employed,,,,
19958,Yes,Not employed,,,,
19959,Yes,Not employed,,,,
19960,Yes,Employed Full Time,2018-06-20 00:00:00,,,
19961,Yes,Not employed,,,,
19962,Yes,Not employed,,,,
19963,Yes,Not employed,,,,
19964,Yes,Not employed,,,,
19965,Yes,Not employed,,,,
19966,Yes,Not employed,,,,
19967,Yes,Not employed,,,,
19968,Yes,Not employed,,,,
19969,Yes,Employed Full Time,2015-08-01 00:00:00,,,
19970,,Not employed,,,,
19971,Yes,Employed Full Time,2018-01-01 00:00:00,,,
19972,Yes,Not employed,,,,
19973,Yes,Employed Part Time,2017-08-01 00:00:00,,,
19974,Yes,Not employed,,,,
19975,Yes,Not employed,,,,
19976,Yes,Employed Part Time,2010-09-01 00:00:00,,,
19977,No,Employed Full Time,2014-01-30 00:00:00,Yes,No,No
19978,No,Employed Full Time,2015-08-31 00:00:00,Yes,No,No
19979,No,Employed Full Time,2018-05-01 00:00:00,Yes,No,No
19980,No,Employed Full Time,2017-08-07 00:00:00,Yes,No,No
19981,Yes,Employed Full Time,2018-06-29 00:00:00,No,No,No
19982,No,Employed Part Time,2010-09-04 00:00:00,Yes,No,No
19983,Yes,Employed Full Time,2017-08-30 00:00:00,Yes,Yes,No
19984,No,Employed Part Time,2014-03-05 00:00:00,Yes,No,No
19985,No,Employed Part Time,2017-07-28 00:00:00,Yes,No,No
19986,No,Employed Full Time,2018-01-02 00:00:00,Yes,No,No
19987,No,Employed Part Time,2006-08-02 00:00:00,Yes,Yes,No
19988,No,Employed Full Time,2017-10-02 00:00:00,Yes,No,No
19989,No,Not employed,,No,No,No
19990,No,Employed Full Time,2007-10-01 00:00:00,Yes,No,No
19991,No,Employed Full Time,2011-01-09 00:00:00,Yes,No,No
19992,No,Employed Full Time,2018-07-16 00:00:00,Yes,No,No
19993,No,Not employed,,No,No,No
19994,No,Employed Full Time,2018-02-26 00:00:00,Yes,No,No
19995,Yes,Not employed,,No,No,No
19996,No,Employed Full Time,2014-06-01 00:00:00,Yes,No,No
19997,No,Not employed,,No,Yes,No
19998,Yes,Employed Part Time,2017-02-01 00:00:00,Yes,No,No
19999,No,Employed Full Time,2017-08-22 00:00:00,Yes,No,No
20000,No,Employed Full Time,2011-02-01 00:00:00,Yes,No,No
20001,No,Not employed,,No,No,No
20002,No,Employed Full Time,2004-01-12 00:00:00,Yes,No,No
20003,Yes,Employed Part Time,2016-05-10 00:00:00,Yes,No,No
20004,No,Not employed,,No,Yes,No
20005,No,Not employed,,No,No,No
20006,No,Employed Full Time,2016-10-03 00:00:00,Yes,No,No
20007,No,Employed Full Time,2009-01-02 00:00:00,Yes,No,No
20008,No,Employed Full Time,2015-04-05 00:00:00,Yes,No,No
20009,Yes,Employed Full Time,2015-02-01 00:00:00,Yes,Yes,Yes
20010,No,Employed Full Time,2017-07-01 00:00:00,Yes,No,No
20011,Yes,Not employed,,No,No,No
20012,No,Not employed,,No,Yes,No
20013,No,Employed Full Time,2002-09-16 00:00:00,Yes,No,No
20014,No,Not employed,,No,No,No
20015,Yes,Employed Full Time,2018-01-02 00:00:00,Yes,No,No
20016,No,Employed Part Time,2016-04-01 00:00:00,Yes,No,No
20017,Yes,Employed Full Time,2018-05-22 00:00:00,Yes,No,No
20018,No,Employed Full Time,2016-10-17 00:00:00,Yes,No,No
20019,No,Employed Part Time,2017-08-21 00:00:00,Yes,No,No
20020,No,Employed Full Time,2016-01-01 00:00:00,Yes,No,No
20021,No,Employed Full Time,2018-01-15 00:00:00,Yes,No,No
20022,Yes,Not employed,,No,No,No
20023,No,Employed Full Time,2018-03-26 00:00:00,No,No,No
20024,Yes,Employed Full Time,2018-04-02 00:00:00,Yes,No,No
20025,No,Employed Full Time,2017-09-01 00:00:00,Yes,No,No
20026,Yes,Not employed,,No,No,No
20027,No,Employed Full Time,2013-08-01 00:00:00,Yes,No,No
20028,No,Employed Full Time,2005-04-25 00:00:00,Yes,No,No
20029,No,Employed Part Time,2017-09-01 00:00:00,Yes,No,No
20030,No,Employed Full Time,2018-02-23 00:00:00,No,No,No
20031,No,Employed Full Time,2018-04-22 00:00:00,Yes,No,No
20032,No,Employed Part Time,2013-09-01 00:00:00,Yes,No,No
20033,Yes,Not employed,,No,No,No
20034,No,Not employed,,No,No,No
20035,,Employed Full Time,2015-12-27 00:00:00,,Yes,Yes
20036,Yes,Employed Part Time,2014-06-21 00:00:00,,,
20037,Yes,Employed Part Time,2017-09-11 00:00:00,,Yes,Yes
20038,Yes,Not employed,,,,
20039,,Employed Full Time,2014-01-20 00:00:00,,Yes,Yes
20040,,Not employed,,,,
20041,Yes,Not employed,,,,
20042,,Employed Full Time,2017-10-23 00:00:00,,Yes,No
20043,,Employed Full Time,2014-01-20 00:00:00,,,
20044,Yes,Employed Part Time,2013-04-01 00:00:00,,Yes,
20045,Yes,Employed Full Time,2017-04-30 00:00:00,,Yes,Yes
20046,,Not employed,,,,
20047,,Employed Full Time,2017-08-28 00:00:00,,,
20048,Yes,Employed Part Time,2008-08-01 00:00:00,,,
20049,,Not employed,,,,
20050,,Employed Full Time,2017-08-21 00:00:00,,,
20051,,Employed Part Time,2018-06-01 00:00:00,,,
20052,,Not employed,,,,
20053,Yes,Not employed,,,,
20054,Yes,Employed Full Time,2017-09-11 00:00:00,,Yes,Yes
20055,,Employed Full Time,2017-09-23 00:00:00,,,
20056,,Employed Full Time,2015-11-09 00:00:00,,,
20057,Yes,Employed Full Time,2017-09-09 00:00:00,,Yes,Yes
20058,Yes,Employed Part Time,2017-04-10 00:00:00,,,
20059,Yes,Employed Full Time,2018-06-04 00:00:00,,,
20060,Yes,Employed Part Time,2017-09-11 00:00:00,,Yes,Yes
20061,Yes,Employed Full Time,2017-03-27 00:00:00,,Yes,Yes
20062,Yes,Employed Full Time,2017-06-05 00:00:00,,Yes,Yes
20063,Yes,Employed Full Time,2017-09-25 00:00:00,,Yes,Yes
20064,Yes,Employed Part Time,2018-04-26 00:00:00,,,
20065,,Employed Full Time,2017-11-27 00:00:00,,,
20066,Yes,Employed Full Time,2016-06-03 00:00:00,,,
20067,Yes,Employed Full Time,2016-08-05 00:00:00,,Yes,Yes
20068,,Employed Full Time,2016-10-10 00:00:00,,,
20069,,Not employed,,,,
20070,Yes,Not employed,,,Yes,Yes
20071,Yes,Not employed,,,,
20072,Yes,Employed Part Time,2017-03-27 00:00:00,,Yes,Yes
20073,,Employed Part Time,2017-07-27 00:00:00,,,
20074,,Not employed,,,,
20075,Yes,Employed Full Time,2017-10-03 00:00:00,,Yes,Yes
20076,Yes,Employed Full Time,2017-04-20 00:00:00,,,
20077,,Not employed,,,,
20078,,Employed Full Time,2017-01-05 00:00:00,,,
20079,Yes,Employed Full Time,2017-04-07 00:00:00,,,
20080,Yes,Employed Full Time,2017-04-17 00:00:00,,Yes,Yes
20081,Yes,Employed Full Time,2017-04-25 00:00:00,,Yes,Yes
20082,Yes,Employed Full Time,2017-05-22 00:00:00,,Yes,Yes
20083,Yes,Employed Full Time,2017-04-03 00:00:00,,Yes,Yes
20084,Yes,Employed Part Time,2017-03-06 00:00:00,,,
20085,,Not employed,,,,
20086,,Employed Part Time,2017-02-14 00:00:00,,,
20087,,Employed Part Time,2016-10-22 00:00:00,,,
20088,,Employed Full Time,2017-04-03 00:00:00,,Yes,Yes
20089,Yes,Employed Full Time,2017-06-19 00:00:00,,Yes,Yes
20090,Yes,Employed Full Time,2017-04-22 00:00:00,,Yes,Yes
20091,,Not employed,,,,
20092,Yes,Employed Full Time,2017-06-02 00:00:00,,Yes,Yes
20093,,Employed Full Time,2017-04-17 00:00:00,,Yes,Yes
20094,,Not employed,,,,
20095,Yes,Employed Full Time,2017-09-18 00:00:00,,Yes,Yes
20096,,Employed Full Time,2017-03-01 00:00:00,,,
20097,Yes,Employed Full Time,2017-04-25 00:00:00,,Yes,Yes
20098,Yes,Employed Full Time,2017-03-06 00:00:00,,,
20099,Yes,Employed Full Time,2017-06-06 00:00:00,,Yes,Yes
20100,,Not employed,,,,
20101,,Not employed,,,,
20102,Yes,Employed Full Time,2017-03-21 00:00:00,,Yes,Yes
20103,,Employed Part Time,2017-05-29 00:00:00,,,
20104,Yes,Employed Full Time,2017-09-13 00:00:00,,Yes,Yes
20105,,Employed Full Time,2017-04-04 00:00:00,,Yes,Yes
20106,Yes,Employed Part Time,2017-08-01 00:00:00,,Yes,Yes
20107,Yes,Employed Full Time,2017-06-12 00:00:00,,Yes,Yes
20108,,Not employed,,,,
20109,Yes,Employed Full Time,2017-12-08 00:00:00,,Yes,Yes
20110,Yes,Employed Full Time,2017-11-02 00:00:00,,Yes,Yes
20111,Yes,Employed Part Time,2017-03-04 00:00:00,,,
20112,,Employed Full Time,2017-06-23 00:00:00,,,
20113,,Not employed,,,,
20114,Yes,Employed Full Time,2017-04-11 00:00:00,,Yes,Yes
20115,,Not employed,,,,
20116,Yes,Employed Full Time,2017-07-31 00:00:00,,Yes,Yes
20117,,Not employed,,,,
20118,,Not employed,,,,
20119,Yes,Employed Full Time,2017-06-21 00:00:00,,Yes,Yes
