empid_varchar,emp_varchar,empid_varchar,emp_emp,empid_varchar,emp_excel,recordid,clientid
18268,Employed Part Time,18268,Employed Part Time,18268,Employed Part Time,18268,1939439
18269,Employed Part Time,18269,Employed Part Time,18269,Employed Part Time,18269,1939489
18270,Employed Full Time,18270,Employed Full Time,18270,Employed Full Time,18270,1939601
18271,Employed Full Time,18271,Employed Full Time,18271,Employed Full Time,18271,1939608
18272,Employed Full Time,18272,Employed Full Time,18272,Employed Full Time,18272,1939684
18273,Employed Full Time,18273,Employed Full Time,18273,Employed Full Time,18273,1940178
18274,Employed Full Time,18274,Employed Full Time,18274,Employed Full Time,18274,1940184
18275,Employed Full Time,18275,Employed Full Time,18275,Employed Full Time,18275,1940317
18276,Employed Full Time,18276,Employed Full Time,18276,Employed Full Time,18276,1940341
18277,Employed Part Time,18277,Employed Part Time,18277,Employed Part Time,18277,1940448
18278,Employed Full Time,18278,Employed Full Time,18278,Employed Full Time,18278,1940450
18279,Employed Full Time,18279,Employed Full Time,18279,Employed Full Time,18279,1940474
18280,Employed Full Time,18280,Employed Full Time,18280,Employed Full Time,18280,1940508
18281,Employed Full Time,18281,Employed Full Time,18281,Employed Full Time,18281,1940515
18282,Employed Part Time,18282,Employed Part Time,18282,Employed Part Time,18282,1940684
18283,Employed Full Time,18283,Employed Full Time,18283,Employed Full Time,18283,1940717
18284,Employed Part Time,18284,Employed Part Time,18284,Employed Part Time,18284,1940753
18285,Employed Full Time,18285,Employed Full Time,18285,Employed Full Time,18285,1940764
18286,Employed Full Time,18286,Employed Full Time,18286,Employed Full Time,18286,1940765
18287,Employed Part Time,18287,Employed Part Time,18287,Employed Part Time,18287,1940851
18288,Employed Full Time,18288,Employed Full Time,18288,Employed Full Time,18288,1940852
18289,Not employed,18289,Not employed,18289,Not employed,18289,1941145
18290,Employed Full Time,18290,Employed Full Time,18290,Employed Full Time,18290,1941266
18291,Employed Full Time,18291,Employed Full Time,18291,Employed Full Time,18291,1941274
18292,Employed Part Time,18292,Employed Part Time,18292,Employed Part Time,18292,1941278
18293,Employed Part Time,18293,Employed Part Time,18293,Employed Part Time,18293,1941322
18294,Employed Full Time,18294,Employed Full Time,18294,Employed Full Time,18294,1941324
18295,Not employed,18295,Not employed,18295,Not employed,18295,1941367
18296,Employed Full Time,18296,Employed Full Time,18296,Employed Full Time,18296,1941379
18297,Employed Part Time,18297,Employed Part Time,18297,Employed Part Time,18297,1941440
18298,Employed Full Time,18298,Employed Full Time,18298,Employed Full Time,18298,1941479
18299,Employed Part Time,18299,Employed Part Time,18299,Employed Part Time,18299,1941490
18300,Employed Full Time,18300,Employed Full Time,18300,Employed Full Time,18300,1941519
18301,Not employed,18301,Not employed,18301,Not employed,18301,1941530
18302,Employed Full Time,18302,Employed Full Time,18302,Employed Full Time,18302,1941550
18303,Employed Full Time,18303,Employed Full Time,18303,Employed Full Time,18303,1941636
18304,Employed Full Time,18304,Employed Full Time,18304,Employed Full Time,18304,1941700
18305,Employed Part Time,18305,Employed Part Time,18305,Employed Part Time,18305,1941738
18306,Employed Full Time,18306,Employed Full Time,18306,Employed Full Time,18306,1941783
18307,Not employed,18307,Not employed,18307,Not employed,18307,1941821
18308,Employed Part Time,18308,Employed Part Time,18308,Employed Part Time,18308,1941884
18309,Employed Full Time,18309,Employed Full Time,18309,Employed Full Time,18309,1941913
18310,Not employed,18310,Not employed,18310,Not employed,18310,1942003
18311,Employed Part Time,18311,Employed Part Time,18311,Employed Part Time,18311,1942007
18312,Employed Full Time,18312,Employed Full Time,18312,Employed Full Time,18312,1942017
18313,Employed Full Time,18313,Employed Full Time,18313,Employed Full Time,18313,1942060
18314,Employed Full Time,18314,Employed Full Time,18314,Employed Full Time,18314,1942064
18315,Employed Part Time,18315,Employed Part Time,18315,Employed Part Time,18315,1942065
18316,Employed Full Time,18316,Employed Full Time,18316,Employed Full Time,18316,1942069
18317,Not employed,18317,Not employed,18317,Not employed,18317,1942079
18318,Employed Full Time,18318,Employed Full Time,18318,Employed Full Time,18318,1942150
18319,Employed Full Time,18319,Employed Full Time,18319,Employed Full Time,18319,1942166
18320,Employed Full Time,18320,Employed Full Time,18320,Employed Full Time,18320,1942167
18321,Employed Part Time,18321,Employed Part Time,18321,Employed Part Time,18321,1942194
18322,Employed Part Time,18322,Employed Part Time,18322,Employed Part Time,18322,1942403
18323,Not employed,18323,Not employed,18323,Not employed,18323,1942467
18324,Employed Part Time,18324,Employed Part Time,18324,Employed Part Time,18324,1942536
18325,Not employed,18325,Not employed,18325,Not employed,18325,1942604
18326,Employed Full Time,18326,Employed Full Time,18326,Employed Full Time,18326,1942625
18327,Employed Full Time,18327,Employed Full Time,18327,Employed Full Time,18327,1942626
18328,Not employed,18328,Not employed,18328,Not employed,18328,1942629
18329,Employed Full Time,18329,Employed Full Time,18329,Employed Full Time,18329,1942708
18330,Employed Full Time,18330,Employed Full Time,18330,Employed Full Time,18330,1942761
18331,Employed Full Time,18331,Employed Full Time,18331,Employed Full Time,18331,1942855
18332,Employed Full Time,18332,Employed Full Time,18332,Employed Full Time,18332,1942875
18333,Employed Full Time,18333,Employed Full Time,18333,Employed Full Time,18333,1942961
18334,Employed Full Time,18334,Employed Full Time,18334,Employed Full Time,18334,1942968
18335,Employed Full Time,18335,Employed Full Time,18335,Employed Full Time,18335,1942971
18336,Employed Full Time,18336,Employed Full Time,18336,Employed Full Time,18336,1943078
18337,Employed Full Time,18337,Employed Full Time,18337,Employed Full Time,18337,1943084
18338,Employed Full Time,18338,Employed Full Time,18338,Employed Full Time,18338,1943143
18339,Employed Full Time,18339,Employed Full Time,18339,Employed Full Time,18339,1943203
18340,Not employed,18340,Not employed,18340,Not employed,18340,1943398
18341,Employed Part Time,18341,Employed Part Time,18341,Employed Part Time,18341,1943402
18342,Not employed,18342,Not employed,18342,Not employed,18342,1943416
18343,Not employed,18343,Not employed,18343,Not employed,18343,1943445
18344,Not employed,18344,Not employed,18344,Not employed,18344,1943446
18345,Employed Full Time,18345,Employed Full Time,18345,Employed Full Time,18345,1943514
18346,Not employed,18346,Not employed,18346,Not employed,18346,1943520
18347,Employed Full Time,18347,Employed Full Time,18347,Employed Full Time,18347,1943541
18348,Employed Full Time,18348,Employed Full Time,18348,Employed Full Time,18348,1943545
18349,Employed Full Time,18349,Employed Full Time,18349,Employed Full Time,18349,1943698
18350,Employed Full Time,18350,Employed Full Time,18350,Employed Full Time,18350,1943763
18351,Not employed,18351,Not employed,18351,Not employed,18351,1943783
18352,Employed Full Time,18352,Employed Full Time,18352,Employed Full Time,18352,1943787
18353,Not employed,18353,Not employed,18353,Not employed,18353,1943788
18354,Employed Full Time,18354,Employed Full Time,18354,Employed Full Time,18354,1943813
18355,Not employed,18355,Not employed,18355,Not employed,18355,1943882
18356,Employed Full Time,18356,Employed Full Time,18356,Employed Full Time,18356,1944014
18357,Not employed,18357,Not employed,18357,Not employed,18357,1944081
18358,Not employed,18358,Not employed,18358,Not employed,18358,1944100
18359,Not employed,18359,Not employed,18359,Not employed,18359,1944146
18360,Employed Part Time,18360,Employed Part Time,18360,Employed Part Time,18360,1944152
18361,Employed Full Time,18361,Employed Full Time,18361,Employed Full Time,18361,1944222
18362,Employed Full Time,18362,Employed Full Time,18362,Employed Full Time,18362,1944247
18363,Not employed,18363,Not employed,18363,Not employed,18363,1944311
18364,Not employed,18364,Not employed,18364,Not employed,18364,1944315
18365,Employed Part Time,18365,Employed Part Time,18365,Employed Part Time,18365,1944417
18366,Employed Full Time,18366,Employed Full Time,18366,Employed Full Time,18366,1944450
18367,Employed Part Time,18367,Employed Part Time,18367,Employed Part Time,18367,1944456
18368,Employed Part Time,18368,Employed Part Time,18368,Employed Part Time,18368,1944491
18369,Employed Full Time,18369,Employed Full Time,18369,Employed Full Time,18369,1944501
18370,Not employed,18370,Not employed,18370,Not employed,18370,1944529
18371,Employed Full Time,18371,Employed Full Time,18371,Employed Full Time,18371,1944593
18372,Employed Part Time,18372,Employed Part Time,18372,Employed Part Time,18372,1944605
18373,Employed Full Time,18373,Employed Full Time,18373,Employed Full Time,18373,1944645
18374,Employed Full Time,18374,Employed Full Time,18374,Employed Full Time,18374,1944646
18375,Not employed,18375,Not employed,18375,Not employed,18375,1944662
18376,Not employed,18376,Not employed,18376,Not employed,18376,1944667
18377,Not employed,18377,Not employed,18377,Not employed,18377,1944697
18378,Employed Full Time,18378,Employed Full Time,18378,Employed Full Time,18378,1944700
18379,Not employed,18379,Not employed,18379,Not employed,18379,1944701
18380,Employed Full Time,18380,Employed Full Time,18380,Employed Full Time,18380,1944717
18381,Not employed,18381,Not employed,18381,Not employed,18381,1944718
18382,Employed Part Time,18382,Employed Part Time,18382,Employed Part Time,18382,1944720
18383,Not employed,18383,Not employed,18383,Not employed,18383,1944722
18384,Employed Full Time,18384,Employed Full Time,18384,Employed Full Time,18384,1944759
18385,Not employed,18385,Not employed,18385,Not employed,18385,1944789
18386,Employed Full Time,18386,Employed Full Time,18386,Employed Full Time,18386,1944983
18387,Employed Part Time,18387,Employed Part Time,18387,Employed Part Time,18387,1944998
18388,Employed Part Time,18388,Employed Part Time,18388,Employed Part Time,18388,1944999
18389,Employed Full Time,18389,Employed Full Time,18389,Employed Full Time,18389,1945004
18390,Not employed,18390,Not employed,18390,Not employed,18390,1945085
18391,Employed Part Time,18391,Employed Part Time,18391,Employed Part Time,18391,1945089
18392,Employed Full Time,18392,Employed Full Time,18392,Employed Full Time,18392,1945158
18393,Employed Full Time,18393,Employed Full Time,18393,Employed Full Time,18393,1945213
18394,Employed Full Time,18394,Employed Full Time,18394,Employed Full Time,18394,1945246
18395,Employed Part Time,18395,Employed Part Time,18395,Employed Part Time,18395,1945247
18396,Employed Full Time,18396,Employed Full Time,18396,Employed Full Time,18396,1945254
18397,Not employed,18397,Not employed,18397,Not employed,18397,1945375
18398,Employed Part Time,18398,Employed Part Time,18398,Employed Part Time,18398,1945410
18399,Not employed,18399,Not employed,18399,Not employed,18399,1945419
18400,Employed Part Time,18400,Employed Part Time,18400,Employed Part Time,18400,1945444
18401,Not employed,18401,Not employed,18401,Not employed,18401,1945446
18402,Not employed,18402,Not employed,18402,Not employed,18402,1945447
18403,Not employed,18403,Not employed,18403,Not employed,18403,1945466
18404,Employed Part Time,18404,Employed Part Time,18404,Employed Part Time,18404,1945481
18405,Not employed,18405,Not employed,18405,Not employed,18405,1945484
18406,Not employed,18406,Not employed,18406,Not employed,18406,1945487
18407,Employed Full Time,18407,Employed Full Time,18407,Employed Full Time,18407,1945499
18408,Employed Full Time,18408,Employed Full Time,18408,Employed Full Time,18408,1945522
18409,Not employed,18409,Not employed,18409,Not employed,18409,1945524
18410,Employed Full Time,18410,Employed Full Time,18410,Employed Full Time,18410,1945540
18411,Employed Full Time,18411,Employed Full Time,18411,Employed Full Time,18411,1945583
18412,Employed Full Time,18412,Employed Full Time,18412,Employed Full Time,18412,1945590
18413,Employed Full Time,18413,Employed Full Time,18413,Employed Full Time,18413,1945607
18414,Not employed,18414,Not employed,18414,Not employed,18414,1945631
18415,Not employed,18415,Not employed,18415,Not employed,18415,1945658
18416,Not employed,18416,Not employed,18416,Not employed,18416,1945662
18417,Employed Full Time,18417,Employed Full Time,18417,Employed Full Time,18417,1945696
18418,Employed Part Time,18418,Employed Part Time,18418,Employed Part Time,18418,1945742
18419,Employed Full Time,18419,Employed Full Time,18419,Employed Full Time,18419,1945743
18420,Not employed,18420,Not employed,18420,Not employed,18420,1945745
18421,Employed Part Time,18421,Employed Part Time,18421,Employed Part Time,18421,1945771
18422,Employed Part Time,18422,Employed Part Time,18422,Employed Part Time,18422,1945778
18423,Employed Part Time,18423,Employed Part Time,18423,Employed Part Time,18423,1945795
18424,Not employed,18424,Not employed,18424,Not employed,18424,1945845
18425,Employed Full Time,18425,Employed Full Time,18425,Employed Full Time,18425,1945911
18426,Employed Full Time,18426,Employed Full Time,18426,Employed Full Time,18426,1945941
18427,Employed Part Time,18427,Employed Part Time,18427,Employed Part Time,18427,1945942
18428,Employed Full Time,18428,Employed Full Time,18428,Employed Full Time,18428,1945971
18429,Not employed,18429,Not employed,18429,Not employed,18429,1945972
18430,Not employed,18430,Not employed,18430,Not employed,18430,1945980
18431,Employed Part Time,18431,Employed Part Time,18431,Employed Part Time,18431,1946003
18432,Not employed,18432,Not employed,18432,Not employed,18432,1946024
18433,Employed Part Time,18433,Employed Part Time,18433,Employed Part Time,18433,1946082
18434,Employed Full Time,18434,Employed Full Time,18434,Employed Full Time,18434,1946096
18435,Employed Part Time,18435,Employed Part Time,18435,Employed Part Time,18435,1946099
18436,Not employed,18436,Not employed,18436,Not employed,18436,1946166
18437,Not employed,18437,Not employed,18437,Not employed,18437,1946244
18438,Not employed,18438,Not employed,18438,Not employed,18438,1946250
18439,Not employed,18439,Not employed,18439,Not employed,18439,1946305
18440,Not employed,18440,Not employed,18440,Not employed,18440,1946306
18441,Employed Full Time,18441,Employed Full Time,18441,Employed Full Time,18441,1946307
18442,Not employed,18442,Not employed,18442,Not employed,18442,1946310
18443,Not employed,18443,Not employed,18443,Not employed,18443,1946333
18444,Employed Full Time,18444,Employed Full Time,18444,Employed Full Time,18444,1946392
18445,Employed Part Time,18445,Employed Part Time,18445,Employed Part Time,18445,1946405
18446,Employed Full Time,18446,Employed Full Time,18446,Employed Full Time,18446,1946474
18447,Employed Part Time,18447,Employed Part Time,18447,Employed Part Time,18447,1946584
18448,Not employed,18448,Not employed,18448,Not employed,18448,1946585
18449,Employed Part Time,18449,Employed Part Time,18449,Employed Part Time,18449,1946590
18450,Not employed,18450,Not employed,18450,Not employed,18450,1946593
18451,Not employed,18451,Not employed,18451,Not employed,18451,1946596
18452,Employed Part Time,18452,Employed Part Time,18452,Employed Part Time,18452,1946599
18453,Employed Full Time,18453,Employed Full Time,18453,Employed Full Time,18453,1946618
18454,Not employed,18454,Not employed,18454,Not employed,18454,1946619
18455,Employed Full Time,18455,Employed Full Time,18455,Employed Full Time,18455,1946621
18456,Employed Part Time,18456,Employed Part Time,18456,Employed Part Time,18456,1946623
18457,Not employed,18457,Not employed,18457,Not employed,18457,1946624
18458,Employed Full Time,18458,Employed Full Time,18458,Employed Full Time,18458,1946625
18459,Employed Full Time,18459,Employed Full Time,18459,Employed Full Time,18459,1946626
18460,Employed Part Time,18460,Employed Part Time,18460,Employed Part Time,18460,1946633
18461,Employed Full Time,18461,Employed Full Time,18461,Employed Full Time,18461,1946696
18462,Employed Full Time,18462,Employed Full Time,18462,Employed Full Time,18462,1946699
18463,Employed Part Time,18463,Employed Part Time,18463,Employed Part Time,18463,1946715
18464,Employed Full Time,18464,Employed Full Time,18464,Employed Full Time,18464,1946742
18465,Not employed,18465,Not employed,18465,Not employed,18465,1946745
18466,Not employed,18466,Not employed,18466,Not employed,18466,1946965
18467,Not employed,18467,Not employed,18467,Not employed,18467,1946971
18468,Employed Full Time,18468,Employed Full Time,18468,Employed Full Time,18468,1947055
18469,Not employed,18469,Not employed,18469,Not employed,18469,1947059
18470,Employed Full Time,18470,Employed Full Time,18470,Employed Full Time,18470,1947350
18471,Employed Full Time,18471,Employed Full Time,18471,Employed Full Time,18471,1947368
18472,Employed Full Time,18472,Employed Full Time,18472,Employed Full Time,18472,1947369
18473,Not employed,18473,Not employed,18473,Not employed,18473,1947490
18474,Not employed,18474,Not employed,18474,Not employed,18474,1947495
18475,Employed Full Time,18475,Employed Full Time,18475,Employed Full Time,18475,1947501
18476,Employed Full Time,18476,Employed Full Time,18476,Employed Full Time,18476,1947521
18477,Not employed,18477,Not employed,18477,Not employed,18477,1947548
18478,Employed Full Time,18478,Employed Full Time,18478,Employed Full Time,18478,1947553
18479,Not employed,18479,Not employed,18479,Not employed,18479,1947556
18480,Employed Full Time,18480,Employed Full Time,18480,Employed Full Time,18480,1947595
18481,Employed Full Time,18481,Employed Full Time,18481,Employed Full Time,18481,1947613
18482,Employed Full Time,18482,Employed Full Time,18482,Employed Full Time,18482,1947614
18483,Not employed,18483,Not employed,18483,Not employed,18483,1947655
18484,Employed Part Time,18484,Employed Part Time,18484,Employed Part Time,18484,1947713
18485,Not employed,18485,Not employed,18485,Not employed,18485,1947757
18486,Employed Full Time,18486,Employed Full Time,18486,Employed Full Time,18486,1947760
18487,Employed Full Time,18487,Employed Full Time,18487,Employed Full Time,18487,1947784
18488,Employed Full Time,18488,Employed Full Time,18488,Employed Full Time,18488,1947887
18489,Not employed,18489,Not employed,18489,Not employed,18489,1947888
18490,Not employed,18490,Not employed,18490,Not employed,18490,1947891
18491,Not employed,18491,Not employed,18491,Not employed,18491,1947894
18492,Not employed,18492,Not employed,18492,Not employed,18492,1947907
18493,Not employed,18493,Not employed,18493,Not employed,18493,1947937
18494,Employed Full Time,18494,Employed Full Time,18494,Employed Full Time,18494,1948033
18495,Not employed,18495,Not employed,18495,Not employed,18495,1948129
18496,Not employed,18496,Not employed,18496,Not employed,18496,1948157
18497,Not employed,18497,Not employed,18497,Not employed,18497,1948164
18498,Not employed,18498,Not employed,18498,Not employed,18498,1948171
18499,Not employed,18499,Not employed,18499,Not employed,18499,1948229
18500,Employed Part Time,18500,Employed Part Time,18500,Employed Part Time,18500,1948230
18501,Not employed,18501,Not employed,18501,Not employed,18501,1948234
18502,Employed Part Time,18502,Employed Part Time,18502,Employed Part Time,18502,1948255
18503,Not employed,18503,Not employed,18503,Not employed,18503,1948276
18504,Not employed,18504,Not employed,18504,Not employed,18504,1948277
18505,Not employed,18505,Not employed,18505,Not employed,18505,1948283
18506,Employed Full Time,18506,Employed Full Time,18506,Employed Full Time,18506,1948289
18507,Not employed,18507,Not employed,18507,Not employed,18507,1948299
18508,Not employed,18508,Not employed,18508,Not employed,18508,1948321
18509,Not employed,18509,Not employed,18509,Not employed,18509,1948344
18510,Not employed,18510,Not employed,18510,Not employed,18510,1948371
18511,Not employed,18511,Not employed,18511,Not employed,18511,1948388
18512,Employed Part Time,18512,Employed Part Time,18512,Employed Part Time,18512,1948448
18513,Not employed,18513,Not employed,18513,Not employed,18513,1948472
18514,Not employed,18514,Not employed,18514,Not employed,18514,1948552
18515,Not employed,18515,Not employed,18515,Not employed,18515,1948669
18516,Not employed,18516,Not employed,18516,Not employed,18516,1948787
18517,Employed Full Time,18517,Employed Full Time,18517,Employed Full Time,18517,1948796
18518,Not employed,18518,Not employed,18518,Not employed,18518,1948893
18519,Employed Full Time,18519,Employed Full Time,18519,Employed Full Time,18519,1948896
18520,Employed Full Time,18520,Employed Full Time,18520,Employed Full Time,18520,1948899
18521,Not employed,18521,Not employed,18521,Not employed,18521,1948933
18522,Not employed,18522,Not employed,18522,Not employed,18522,1948950
18523,Not employed,18523,Not employed,18523,Not employed,18523,1948951
18524,Not employed,18524,Not employed,18524,Not employed,18524,1949013
18525,Employed Full Time,18525,Employed Full Time,18525,Employed Full Time,18525,1949069
18526,Not employed,18526,Not employed,18526,Not employed,18526,1949081
18527,Employed Part Time,18527,Employed Part Time,18527,Employed Part Time,18527,1949163
18528,Not employed,18528,Not employed,18528,Not employed,18528,1949165
18529,Employed Part Time,18529,Employed Part Time,18529,Employed Part Time,18529,1949181
18530,Not employed,18530,Not employed,18530,Not employed,18530,1949182
18531,Not employed,18531,Not employed,18531,Not employed,18531,1949187
18532,Employed Full Time,18532,Employed Full Time,18532,Employed Full Time,18532,1949208
18533,Not employed,18533,Not employed,18533,Not employed,18533,1949279
18534,Not employed,18534,Not employed,18534,Not employed,18534,1949285
18535,Not employed,18535,Not employed,18535,Not employed,18535,1949291
18536,Employed Full Time,18536,Employed Full Time,18536,Employed Full Time,18536,1949333
18537,Not employed,18537,Not employed,18537,Not employed,18537,1949354
18538,Employed Part Time,18538,Employed Part Time,18538,Employed Part Time,18538,1949355
18539,Not employed,18539,Not employed,18539,Not employed,18539,1949396
18540,Not employed,18540,Not employed,18540,Not employed,18540,1949401
18541,Not employed,18541,Not employed,18541,Not employed,18541,1949448
18542,Not employed,18542,Not employed,18542,Not employed,18542,1949451
18543,Not employed,18543,Not employed,18543,Not employed,18543,1949489
18544,Not employed,18544,Not employed,18544,Not employed,18544,1949548
18545,Employed Part Time,18545,Employed Part Time,18545,Employed Part Time,18545,1949550
18546,Employed Full Time,18546,Employed Full Time,18546,Employed Full Time,18546,1949603
18547,Employed Part Time,18547,Employed Part Time,18547,Employed Part Time,18547,1949612
18548,Not employed,18548,Not employed,18548,Not employed,18548,1949624
18549,Employed Full Time,18549,Employed Full Time,18549,Employed Full Time,18549,1949656
18550,Not employed,18550,Not employed,18550,Not employed,18550,1949681
18551,Employed Full Time,18551,Employed Full Time,18551,Employed Full Time,18551,1949683
18552,Employed Part Time,18552,Employed Part Time,18552,Employed Part Time,18552,1949719
18553,Not employed,18553,Not employed,18553,Not employed,18553,1949777
18554,Not employed,18554,Not employed,18554,Not employed,18554,1949797
18555,Not employed,18555,Not employed,18555,Not employed,18555,1949806
18556,Not employed,18556,Not employed,18556,Not employed,18556,1949856
18557,Not employed,18557,Not employed,18557,Not employed,18557,1949894
18558,Not employed,18558,Not employed,18558,Not employed,18558,1949936
18559,Not employed,18559,Not employed,18559,Not employed,18559,1950021
18560,Not employed,18560,Not employed,18560,Not employed,18560,1950027
18561,Not employed,18561,Not employed,18561,Not employed,18561,1950152
18562,Not employed,18562,Not employed,18562,Not employed,18562,1950153
18563,Not employed,18563,Not employed,18563,Not employed,18563,1950156
18564,Employed Part Time,18564,Employed Part Time,18564,Employed Part Time,18564,1950163
18565,Not employed,18565,Not employed,18565,Not employed,18565,1950180
18566,Not employed,18566,Not employed,18566,Not employed,18566,1950255
18567,Employed Full Time,18567,Employed Full Time,18567,Employed Full Time,18567,1950261
18568,Employed Part Time,18568,Employed Part Time,18568,Employed Part Time,18568,1950288
18569,Not employed,18569,Not employed,18569,Not employed,18569,1950290
18570,Not employed,18570,Not employed,18570,Not employed,18570,1950296
18571,Not employed,18571,Not employed,18571,Not employed,18571,1950337
18572,Not employed,18572,Not employed,18572,Not employed,18572,1950399
18573,Not employed,18573,Not employed,18573,Not employed,18573,1950402
18574,Not employed,18574,Not employed,18574,Not employed,18574,1950436
18575,Not employed,18575,Not employed,18575,Not employed,18575,1950532
18576,Not employed,18576,Not employed,18576,Not employed,18576,1950600
18577,Employed Full Time,18577,Employed Full Time,18577,Employed Full Time,18577,1950667
18578,Not employed,18578,Not employed,18578,Not employed,18578,1950689
18579,Not employed,18579,Not employed,18579,Not employed,18579,1950725
18580,Not employed,18580,Not employed,18580,Not employed,18580,1950731
18581,Not employed,18581,Not employed,18581,Not employed,18581,1950756
18582,Not employed,18582,Not employed,18582,Not employed,18582,1950944
18583,Not employed,18583,Not employed,18583,Not employed,18583,1951015
18584,Not employed,18584,Not employed,18584,Not employed,18584,1951018
18585,Not employed,18585,Not employed,18585,Not employed,18585,1951068
18586,Not employed,18586,Not employed,18586,Not employed,18586,1951408
18587,Employed Full Time,18587,Employed Full Time,18587,Employed Full Time,18587,15010518
18588,Employed Full Time,18588,Employed Full Time,18588,Employed Full Time,18588,15010818
18589,Not employed,18589,Not employed,18589,Not employed,18589,15010918
18590,Employed Full Time,18590,Employed Full Time,18590,Employed Full Time,18590,15011218
18591,Not employed,18591,Not employed,18591,Not employed,18591,15011918
18592,Employed Full Time,18592,Employed Full Time,18592,Employed Full Time,18592,15012418
18593,Employed Full Time,18593,Employed Full Time,18593,Employed Full Time,18593,15012618
18594,Employed Full Time,18594,Employed Full Time,18594,Employed Full Time,18594,15012717
18595,Employed Full Time,18595,Employed Full Time,18595,Employed Full Time,18595,15020618
18596,Employed Full Time,18596,Employed Full Time,18596,Employed Full Time,18596,15021017
18597,Employed Full Time,18597,Employed Full Time,18597,Employed Full Time,18597,15022017
18598,Not employed,18598,Not employed,18598,Not employed,18598,15022018
18599,Not employed,18599,Not employed,18599,Not employed,18599,15022318
18600,Employed Full Time,18600,Employed Full Time,18600,Employed Full Time,18600,15031618
18601,Employed Full Time,18601,Employed Full Time,18601,Employed Full Time,18601,15032918
18602,Employed Full Time,18602,Employed Full Time,18602,Employed Full Time,18602,15042117
18603,Employed Full Time,18603,Employed Full Time,18603,Employed Full Time,18603,15050217
18604,Employed Full Time,18604,Employed Full Time,18604,Employed Full Time,18604,15050317
18605,Employed Full Time,18605,Employed Full Time,18605,Employed Full Time,18605,15051117
18606,Employed Full Time,18606,Employed Full Time,18606,Employed Full Time,18606,15053017
18607,Employed Full Time,18607,Employed Full Time,18607,Employed Full Time,18607,15062117
18608,Employed Full Time,18608,Employed Full Time,18608,Employed Full Time,18608,15071417
18609,Employed Full Time,18609,Employed Full Time,18609,Employed Full Time,18609,15072717
18610,Employed Full Time,18610,Employed Full Time,18610,Employed Full Time,18610,15081517
18611,Employed Full Time,18611,Employed Full Time,18611,Employed Full Time,18611,15090817
18612,Employed Full Time,18612,Employed Full Time,18612,Employed Full Time,18612,15110317
18613,Employed Full Time,18613,Employed Full Time,18613,Employed Full Time,18613,15111017
18614,Employed Full Time,18614,Employed Full Time,18614,Employed Full Time,18614,15111717
18615,Employed Full Time,18615,Employed Full Time,18615,Employed Full Time,18615,15112817
18616,Not employed,18616,Not employed,18616,Not employed,18616,18100129
18617,Employed Full Time,18617,Employed Full Time,18617,Employed Full Time,18617,18100599
18618,Employed Part Time,18618,Employed Part Time,18618,Employed Part Time,18618,18101069
18619,Employed Full Time,18619,Employed Full Time,18619,Employed Full Time,18619,18101081
18620,Employed Part Time,18620,Employed Part Time,18620,Employed Part Time,18620,18101161
18621,Employed Part Time,18621,Employed Part Time,18621,Employed Part Time,18621,18101401
18622,Not employed,18622,Not employed,18622,Not employed,18622,18101514
18623,Employed Part Time,18623,Employed Part Time,18623,Employed Part Time,18623,18101761
18624,Not employed,18624,Not employed,18624,Not employed,18624,18101767
18625,Employed Full Time,18625,Employed Full Time,18625,Employed Full Time,18625,18102029
18626,Employed Part Time,18626,Employed Part Time,18626,Employed Part Time,18626,18102450
18627,Employed Full Time,18627,Employed Full Time,18627,Employed Full Time,18627,18102463
18628,Not employed,18628,Not employed,18628,Not employed,18628,18102527
18629,Not employed,18629,Not employed,18629,Not employed,18629,18102811
18630,Employed Full Time,18630,Employed Full Time,18630,Employed Full Time,18630,18102835
18631,Not employed,18631,Not employed,18631,Not employed,18631,18103056
18632,Not employed,18632,Not employed,18632,Not employed,18632,18103135
18633,Employed Part Time,18633,Employed Part Time,18633,Employed Part Time,18633,18103187
18634,Employed Full Time,18634,Employed Full Time,18634,Employed Full Time,18634,18103194
18635,Employed Full Time,18635,Employed Full Time,18635,Employed Full Time,18635,18103201
18636,Not employed,18636,Not employed,18636,Not employed,18636,18103266
18637,Not employed,18637,Not employed,18637,Not employed,18637,18103401
18638,Employed Full Time,18638,Employed Full Time,18638,Employed Full Time,18638,18103403
18639,Employed Full Time,18639,Employed Full Time,18639,Employed Full Time,18639,18103438
18640,Employed Part Time,18640,Employed Part Time,18640,Employed Part Time,18640,18103535
18641,Not employed,18641,Not employed,18641,Not employed,18641,18103637
18642,Employed Part Time,18642,Employed Part Time,18642,Employed Part Time,18642,18103652
18643,Employed Full Time,18643,Employed Full Time,18643,Employed Full Time,18643,18103695
18644,Employed Full Time,18644,Employed Full Time,18644,Employed Full Time,18644,18103802
18645,Not employed,18645,Not employed,18645,Not employed,18645,18103845
18646,Not employed,18646,Not employed,18646,Not employed,18646,18103874
18647,Not employed,18647,Not employed,18647,Not employed,18647,18104056
18648,Not employed,18648,Not employed,18648,Not employed,18648,18104094
18649,Not employed,18649,Not employed,18649,Not employed,18649,18104267
18650,Employed Full Time,18650,Employed Full Time,18650,Employed Full Time,18650,18104273
18651,Employed Full Time,18651,Employed Full Time,18651,Employed Full Time,18651,18104455
18652,Employed Full Time,18652,Employed Full Time,18652,Employed Full Time,18652,18104456
