,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
19495,No,Employed Full Time,3/21/2017,Yes,No,No
19496,No,Employed Full Time,9/14/2017,Yes,No,No
19497,No,Employed Full Time,9/12/2017,Yes,No,No
19498,No,Employed Full Time,12/2/2016,Yes,No,No
19499,No,Employed Full Time,1/8/2018,Yes,No,No
19500,No,Not employed,,,No,No
19501,No,Employed Full Time,4/3/2017,Yes,No,No
19502,No,Employed Full Time,4/4/2017,Yes,No,No
19503,No,Employed Part Time,2/28/2018,Yes,No,No
19504,No,Employed Full Time,8/31/2015,Yes,No,No
19505,No,Employed Part Time,10/16/2017,Yes,No,No
19506,No,Not employed,,,No,No
19507,No,Not employed,,,No,No
19508,No,Not employed,,,No,No
19509,No,Employed Full Time,5/30/2017,Yes,No,No
19510,No,Employed Full Time,1/9/2017,Yes,No,No
19511,No,Employed Full Time,11/8/2017,Yes,No,No
19512,Yes,Employed Full Time,6/5/2018,Yes,Yes,Yes
19513,No,Employed Full Time,10/10/2016,Yes,No,No
19514,No,Employed Part Time,12/1/2017,Yes,No,No
19515,No,Employed Full Time,5/21/2018,Yes,No,No
19516,No,Employed Full Time,5/26/2017,Yes,No,No
19517,No,Employed Full Time,4/10/2017,Yes,No,No
19518,No,Not employed,,,No,No
19519,No,Employed Full Time,12/5/2016,Yes,No,No
19520,No,Employed Full Time,11/21/2016,Yes,No,No
19521,Yes,Employed Full Time,12/23/2016,Yes,No,No
19522,No,Employed Part Time,7/7/2017,Yes,No,No
19523,No,Employed Part Time,11/17/2016,Yes,No,No
19524,No,Employed Part Time,3/4/2017,Yes,No,No
19525,Yes,Not employed,,,No,No
19526,No,Not employed,,,No,No
19527,Yes,Employed Full Time,9/15/2017,Yes,Yes,No
19528,Yes,Employed Part Time,8/1/2016,Yes,Yes,No
19529,Yes,Employed Full Time,9/14/2017,Yes,Yes,No
19530,No,Employed Full Time,6/22/2017,Yes,No,No
19531,No,Employed Full Time,9/1/2017,Yes,No,No
19532,Yes,Employed Full Time,3/13/2017,Yes,No,No
19533,No,Employed Full Time,3/13/2017,Yes,No,No
19534,No,Employed Full Time,3/14/2017,Yes,No,No
19535,No,Employed Full Time,2/16/2018,Yes,No,No
19536,No,Employed Full Time,4/5/2017,Yes,No,No
19537,No,Employed Full Time,3/20/2018,Yes,No,No
19538,No,Not employed,,,Yes,No
19539,No,Employed Full Time,8/23/2017,Yes,No,No
19540,No,Employed Full Time,3/9/2017,Yes,No,No
19541,No,Employed Full Time,2/2/2017,Yes,Yes,No
19542,No,Not employed,,,No,No
19543,Yes,Employed Full Time,4/10/2018,Yes,No,No
19544,No,Not employed,,,No,No
19545,Yes,Not employed,,,Yes,No
19546,Yes,Employed Full Time,1/23/2017,Yes,Yes,No
19547,No,Not employed,,,No,No
19548,No,Not employed,,,Yes,No
19549,No,Not employed,,,No,No
19550,No,Employed Full Time,7/5/2016,Yes,No,No
19551,No,Employed Full Time,5/11/2017,Yes,No,No
19552,No,Not employed,,,No,No
19553,No,Employed Part Time,4/19/2017,Yes,No,No
19554,No,Employed Full Time,10/2/2017,Yes,No,No
19555,No,Not employed,,,No,No
19556,No,Not employed,,,No,No
19557,No,Not employed,,,No,No
19558,Yes,Not employed,,,Yes,No
19559,No,Employed Full Time,10/13/2017,Yes,No,No
19560,Yes,Employed Full Time,11/2/2017,Yes,No,No
19561,No,Not employed,,,No,No
19562,No,Employed Part Time,8/15/2017,Yes,No,No
19563,No,Employed Full Time,6/23/2017,Yes,No,No
19564,No,Not employed,,,No,No
19565,No,Employed Full Time,5/30/2017,Yes,No,No
19566,No,Not employed,,,No,No
19567,No,Employed Full Time,6/6/2017,Yes,No,No
19568,No,Not employed,,,No,No
19569,No,Not employed,,,No,No
19570,No,Employed Full Time,5/24/2017,Yes,No,No
19571,No,Employed Full Time,6/2/2017,Yes,No,No
19572,No,Employed Part Time,5/29/2017,Yes,Yes,No
19573,No,Not employed,,,No,No
19574,No,Employed Full Time,6/19/2017,Yes,No,No
19575,No,Not employed,,,No,No
19576,No,Not employed,,,No,No
19577,No,Employed Full Time,3/31/2017,Yes,No,No
19578,No,Not employed,,,No,No
19579,No,Employed Full Time,4/10/2017,Yes,No,No
19580,No,Employed Part Time,6/7/2017,Yes,No,No
19581,No,Not employed,,,Yes,No
19582,No,Not employed,,,Yes,No
19583,No,Employed Part Time,7/10/2017,Yes,No,No
19584,No,Employed Part Time,10/2/2017,Yes,No,No
19585,No,Employed Full Time,9/1/2017,Yes,No,No
19586,No,Employed Full Time,9/1/2017,Yes,No,No
19587,No,Not employed,,,No,No
19588,No,Employed Full Time,7/4/2017,Yes,No,No
19589,No,Employed Full Time,11/6/2017,Yes,No,No
19590,No,Not employed,,,No,No
19591,No,Not employed,,,No,No
19592,No,Employed Full Time,2/27/2018,Yes,No,No
19593,No,Employed Full Time,6/2/2017,Yes,Yes,No
19594,No,Employed Part Time,7/4/2017,Yes,No,No
19595,No,Employed Full Time,10/2/2017,Yes,No,No
19596,No,Not employed,,,No,No
19597,No,Not employed,,,No,No
19598,No,Not employed,,,No,No
19599,No,Not employed,,,No,No
19600,No,Employed Full Time,9/19/2017,Yes,No,No
19601,Yes,Employed Full Time,6/25/2018,Yes,No,No
19602,No,Employed Full Time,1/8/2018,Yes,No,No
19603,No,Employed Part Time,9/25/2017,Yes,No,No
19604,Yes,Employed Full Time,6/20/2018,Yes,No,No
19605,No,Not employed,,,No,No
19606,No,Employed Full Time,9/22/2017,Yes,No,No
19607,No,Employed Full Time,9/27/2017,Yes,No,No
19608,Yes,Employed Part Time,7/24/2017,Yes,No,No
19609,No,Employed Full Time,12/15/2017,Yes,No,No
19610,No,Employed Full Time,6/1/2017,Yes,No,No
19611,No,Employed Full Time,3/27/2018,Yes,No,No
19612,No,Employed Full Time,9/29/2017,Yes,No,No
19613,No,Not employed,,,No,No
19614,No,Not employed,,,No,No
19615,No,Employed Part Time,7/17/2017,Yes,No,No
19616,No,Employed Full Time,10/1/2017,Yes,No,No
19617,No,Not employed,,,Yes,No
19618,No,Employed Full Time,5/24/2018,No,No,No
19619,No,Employed Full Time,10/16/2017,Yes,No,No
19620,No,Not employed,,,Yes,No
19621,No,Employed Part Time,9/15/2017,Yes,No,No
19622,No,Not employed,,,Yes,No
19623,No,Not employed,,,Yes,No
19624,Yes,Not employed,,,No,No
19625,No,Not employed,,,Yes,No
19626,No,Employed Full Time,10/23/2017,Yes,No,No
19627,No,Employed Part Time,6/19/2018,Yes,No,No
19628,Yes,Employed Full Time,12/1/2017,Yes,No,No
19629,No,Employed Part Time,1/17/2018,Yes,No,No
19630,No,Employed Part Time,5/14/2018,No,No,No
19631,No,Employed Full Time,11/8/2017,Yes,Yes,No
19632,No,Not employed,,,No,No
19633,No,Employed Part Time,10/23/2017,Yes,No,No
19634,No,Not employed,,,No,No
19635,Yes,Employed Full Time,11/6/2017,Yes,No,No
19636,No,Employed Part Time,9/12/2017,Yes,No,No
19637,No,Not employed,,,No,No
19638,No,Employed Full Time,12/1/2017,Yes,No,No
19639,No,Employed Full Time,12/20/2017,Yes,No,No
19640,No,Not employed,,,No,No
19641,Yes,Employed Part Time,4/9/2018,Yes,Yes,Yes
19642,Yes,Employed Full Time,3/1/2018,Yes,No,No
19643,Yes,Employed Full Time,1/11/2018,Yes,No,No
19644,No,Employed Full Time,3/6/2018,Yes,No,No
19645,No,Not employed,,,No,No
19646,No,Employed Full Time,2/12/2018,Yes,No,No
19647,No,Employed Full Time,6/4/2018,Yes,No,No
19648,Yes,Employed Full Time,12/4/2017,Yes,No,No
19649,Yes,Employed Full Time,2/1/2018,Yes,No,No
19650,Yes,Not employed,,,No,No
19651,Yes,Not employed,,,No,No
19652,Yes,Employed Full Time,4/10/2018,No,No,No
19653,No,Not employed,,,No,No
19654,No,Not employed,,,No,No
19655,No,Employed Part Time,1/1/2016,Yes,No,No
19656,No,Employed Full Time,6/26/2018,No,No,No
19657,No,Employed Part Time,4/23/2018,No,No,No
19658,No,Employed Part Time,4/9/2018,No,No,No
19659,No,Employed Full Time,12/1/2017,Yes,No,No
19660,Yes,Not employed,,,Yes,Yes
19661,Yes,Not employed,,,No,No
19662,No,Employed Full Time,4/2/2018,No,No,No
19663,Yes,Employed Full Time,4/24/2018,No,No,No
19664,Yes,Employed Full Time,3/22/2018,Yes,No,No
19665,No,Employed Full Time,3/22/2018,Yes,No,No
19666,Yes,Not employed,,,No,No
19667,No,Employed Full Time,3/21/2018,Yes,No,No
19668,Yes,Not employed,,,No,No
19669,No,Not employed,,,No,No
19670,No,Not employed,,,No,No
19671,No,Not employed,,,No,No
19672,Yes,Employed Part Time,6/18/2018,No,No,No
19673,No,Employed Full Time,3/21/2018,Yes,No,No
19674,Yes,Not employed,,,Yes,Yes
19675,Yes,Employed Part Time,4/9/2018,No,Yes,Yes
19676,Yes,Not employed,,,Yes,Yes
19677,Yes,Employed Part Time,5/31/2018,No,Yes,Yes
19678,Yes,Employed Full Time,5/29/2018,No,Yes,Yes
19679,Yes,Not employed,,,Yes,No
19680,Yes,Not employed,,,Yes,Yes
19681,Yes,Not employed,,,Yes,No
19682,Yes,Employed Full Time,5/28/2018,No,No,No
19683,Yes,Not employed,,,Yes,No
19684,Yes,Employed Full Time,5/21/2018,No,Yes,Yes
19685,Yes,Employed Full Time,5/17/2018,No,Yes,Yes
19686,Yes,Employed Full Time,6/24/2018,No,Yes,Yes
19687,Yes,Not employed,,,Yes,Yes
19688,Yes,Employed Full Time,5/22/2018,No,Yes,Yes
19689,Yes,Employed Full Time,6/11/2018,No,Yes,Yes
19690,Yes,Not employed,,,Yes,Yes
19691,Yes,Employed Full Time,6/28/2018,No,Yes,Yes
19692,Yes,Employed Full Time,6/6/2018,No,Yes,Yes
19693,Yes,Not employed,,,No,No
19694,Yes,Not employed,,,Yes,Yes
19695,Yes,Employed Full Time,5/21/2018,No,Yes,Yes
19696,Yes,Not employed,,,Yes,Yes
19697,Yes,Employed Full Time,5/14/2018,No,Yes,Yes
19698,Yes,Employed Full Time,5/31/2018,No,Yes,Yes
19699,Yes,Not employed,,,Yes,Yes
19700,Yes,Not employed,,,Yes,Yes
19701,Yes,Employed Full Time,6/30/2018,No,Yes,Yes
19702,Yes,Not employed,,,Yes,Yes
19703,Yes,Employed Full Time,2/1/2018,Yes,Yes,Yes
19704,Yes,Not employed,,,Yes,Yes
19705,Yes,Not employed,,,Yes,Yes
19706,Yes,Not employed,,,Yes,Yes
19707,Yes,Not employed,,,Yes,Yes
19708,Yes,Employed Full Time,6/14/2018,No,Yes,Yes
19709,Yes,Not employed,,,Yes,No
19710,Yes,Not employed,,,Yes,No
19711,No,Not employed,,,No,No
19712,Yes,Not employed,,,Yes,Yes
19713,Yes,Not employed,,,Yes,Yes
19714,No,Employed Full Time,6/1/2016,Yes,No,No
19715,No,Not employed,,,No,No
19716,No,Not employed,,,No,No
19717,No,Not employed,,,No,No
19718,No,Not employed,,,No,No
19719,No,Not employed,,,No,No
19720,No,Not employed,,,No,No
19721,No,Not employed,,,No,No
19722,No,Not employed,,,No,No
19723,No,Not employed,,,No,No
19724,No,Employed Full Time,1/1/2018,Yes,No,No
19725,No,Not employed,,,No,No
19726,No,Not employed,,,No,No
19727,No,Not employed,,,No,No
19728,No,Not employed,,,No,No
19729,No,Not employed,,,No,No
19730,No,Not employed,,,No,No
19731,No,Not employed,,,No,No
19732,No,Not employed,,,No,No
19733,Yes,Not employed,,,Yes,Yes
19734,Yes,Not employed,,,Yes,Yes
19735,No,Not employed,,,No,No
19736,No,Not employed,,,No,No
19737,No,Not employed,,,No,No
19738,No,Not employed,,,No,No
19739,Yes,Employed Full Time,8/8/2017,,,
19740,Yes,Not employed,,,,
19741,Yes,Employed Full Time,3/26/2018,,,
19742,Yes,Not employed,,,,
19743,,Not employed,,,,
19744,Yes,Employed Part Time,10/1/2015,,,
19745,,Employed Full Time,11/9/2017,,,
19746,,Not employed,,,,
19747,,Employed Part Time,6/16/2016,,,
19748,Yes,Employed Part Time,1/1/2018,,,
19749,Yes,Not employed,,,,
19750,,Employed Full Time,9/1/2015,,,
19751,Yes,Employed Full Time,10/19/2017,,,
19752,,Employed Full Time,2/1/2011,,,
19753,Yes,Not employed,,,,
19754,Yes,Employed Full Time,1/1/2016,,,
19755,,Employed Full Time,4/10/2018,,,
19756,Yes,Not employed,,,,
19757,Yes,Employed Full Time,5/10/2018,,,
19758,Yes,Employed Full Time,1/1/2016,,,
19759,Yes,Employed Full Time,3/12/2018,,,
19760,Yes,Employed Part Time,6/12/2016,,,
19761,Yes,Employed Part Time,4/23/2018,,,
19762,Yes,Not employed,,,,
19763,Yes,Employed Full Time,5/1/2016,,,
19764,Yes,Not employed,,,,
19765,,Not employed,,,,
19766,Yes,Not employed,,,,
19767,Yes,Employed Part Time,1/1/2015,,,
19768,Yes,Employed Part Time,1/1/2015,,,
19769,Yes,Employed Full Time,5/31/2018,,,
19770,Yes,Employed Full Time,3/1/2018,,,
19771,Yes,Employed Full Time,7/17/2017,,,
19772,,Not employed,,,,
19773,Yes,Employed Full Time,11/30/2017,,,
19774,Yes,Not employed,,,,
19775,Yes,Not employed,,,,
19776,Yes,Not employed,,,,
19777,Yes,Not employed,,,,
19778,,Employed Part Time,10/23/2017,,,
19779,,Employed Full Time,2/5/2018,,,
19780,Yes,Employed Part Time,11/1/2017,,,
19781,Yes,Not employed,,,,
19782,Yes,Employed Part Time,6/1/2017,,,
19783,Yes,Employed Full Time,12/19/2017,,,
19784,Yes,Employed Full Time,5/14/2018,,,
19785,Yes,Not employed,,,,
19786,Yes,Employed Part Time,6/1/2018,,,
19787,Yes,Not employed,,,,
19788,Yes,Employed Full Time,7/2/2018,,,
19789,Yes,Not employed,,,,
19790,Yes,Employed Full Time,8/12/2017,,,
19791,Yes,Employed Full Time,7/2/2018,,,
19792,Yes,Employed Full Time,1/1/2018,,,
19793,,Employed Full Time,9/1/2017,,,
19794,Yes,Employed Full Time,4/30/2018,,,
19795,Yes,Employed Full Time,3/1/2018,,,
19796,Yes,Not employed,,,,
19797,Yes,Employed Part Time,1/1/2018,,,
19798,Yes,Employed Full Time,2/1/2013,,,
19799,Yes,Not employed,,,,
19800,Yes,Not employed,,,,
19801,Yes,Employed Full Time,10/1/2017,,,
19802,Yes,Not employed,,,,
19803,Yes,Not employed,,,,
19804,Yes,Not employed,,,,
19805,Yes,Not employed,,,,
19806,Yes,Not employed,,,,
19807,Yes,Not employed,,,,
19808,Yes,Employed Full Time,6/1/2018,,,
19809,Yes,Not employed,,,,
19810,Yes,Employed Full Time,4/30/2018,,,
19811,Yes,Not employed,,,,
19812,Yes,Employed Full Time,1/2/2018,,,
19813,Yes,Not employed,,,,
19814,Yes,Not employed,,,,
19815,Yes,Employed Full Time,5/14/2018,,,
19816,Yes,Employed Full Time,3/5/2018,,,
19817,Yes,Not employed,,,,
19818,Yes,Not employed,,,,
19819,Yes,Employed Part Time,3/1/2018,,,
19820,Yes,Employed Full Time,3/23/2018,,,
19821,Yes,Employed Full Time,9/1/2017,,,
19822,Yes,Not employed,,,,
19823,,Employed Full Time,4/1/2016,,,
19824,Yes,Employed Part Time,7/31/2016,,,
19825,Yes,Not employed,,,,
19826,Yes,Employed Full Time,4/23/2018,,,
19827,Yes,Employed Part Time,2/2/2018,,,
19828,Yes,Not employed,,,,
19829,Yes,Employed Full Time,6/4/2018,,,
19830,Yes,Not employed,,,,
19831,Yes,Not employed,,,,
19832,Yes,Not employed,,,,
19833,Yes,Not employed,,,,
19834,Yes,Employed Part Time,3/26/2018,,,
19835,Yes,Employed Full Time,8/1/2013,,,
19836,Yes,Employed Full Time,5/7/2018,,,
19837,Yes,Employed Part Time,5/7/2018,,,
19838,Yes,Employed Full Time,5/1/2018,,,
19839,Yes,Employed Full Time,5/14/2018,,,
19840,Yes,Employed Full Time,3/17/2010,,,
19841,Yes,Employed Part Time,5/3/2018,,,
19842,Yes,Not employed,,,,
19843,Yes,Not employed,,,,
19844,Yes,Not employed,,,,
19845,Yes,Not employed,,,,
19846,,Not employed,,,,
19847,,Employed Part Time,12/1/2017,,,
19848,Yes,Not employed,,,,
19849,Yes,Employed Full Time,4/30/2018,,,
19850,Yes,Not employed,,,,
19851,Yes,Not employed,,,,
19852,Yes,Not employed,,,,
19853,Yes,Employed Full Time,10/1/2013,,,
19854,Yes,Employed Part Time,8/1/2016,,,
19855,Yes,Not employed,,,,
19856,Yes,Not employed,,,,
19857,Yes,Employed Full Time,4/2/2018,,,
19858,Yes,Not employed,,,,
19859,Yes,Not employed,,,,
19860,Yes,Employed Full Time,3/14/2018,,,
19861,Yes,Not employed,,,,
19862,Yes,Employed Full Time,5/1/2018,,,
19863,Yes,Not employed,,,,
19864,Yes,Employed Full Time,8/1/2016,,,
19865,Yes,Employed Full Time,1/1/2017,,,
19866,Yes,Employed Full Time,5/9/2018,,,
19867,Yes,Employed Full Time,7/9/2018,,,
19868,Yes,Employed Full Time,6/11/2018,,,
19869,Yes,Not employed,,,,
19870,Yes,Not employed,,,,
19871,Yes,Employed Full Time,4/30/2018,,,
19872,Yes,Employed Part Time,9/25/2017,,,
19873,Yes,Not employed,,,,
19874,Yes,Not employed,,,,
19875,Yes,Employed Part Time,1/1/2018,,,
19876,Yes,Not employed,,,,
19877,Yes,Employed Full Time,7/1/2011,,,
19878,Yes,Employed Full Time,5/9/2018,,,
19879,Yes,Not employed,,,,
19880,,Employed Full Time,7/1/2017,,,
19881,Yes,Employed Part Time,4/3/2018,,,
19882,Yes,Not employed,,,,
19883,Yes,Not employed,,,,
19884,Yes,Not employed,,,,
19885,Yes,Not employed,,,,
19886,Yes,Not employed,,,,
19887,Yes,Not employed,,,,
19888,,Employed Full Time,12/1/2017,,,
19889,Yes,Not employed,,,,
19890,Yes,Not employed,,,,
19891,Yes,Not employed,,,,
19892,Yes,Not employed,,,,
19893,Yes,Not employed,,,,
19894,Yes,Not employed,,,,
19895,Yes,Not employed,,,,
19896,Yes,Not employed,,,,
19897,Yes,Not employed,,,,
19898,Yes,Employed Part Time,3/15/2018,,,
19899,Yes,Not employed,,,,
19900,Yes,Employed Full Time,3/1/2017,,,
19901,Yes,Not employed,,,,
19902,Yes,Not employed,,,,
19903,Yes,Not employed,,,,
19904,Yes,Employed Full Time,6/18/2018,,,
19905,Yes,Not employed,,,,
19906,Yes,Not employed,,,,
19907,Yes,Employed Full Time,5/22/2018,,,
19908,Yes,Not employed,,,,
19909,Yes,Not employed,,,,
19910,Yes,Not employed,,,,
19911,Yes,Not employed,,,,
19912,Yes,Employed Part Time,2/1/2018,,,
19913,Yes,Employed Part Time,11/20/2017,,,
19914,Yes,Not employed,,,,
19915,Yes,Not employed,,,,
19916,Yes,Employed Part Time,1/6/2017,,,
19917,Yes,Not employed,,,,
19918,Yes,Employed Part Time,8/1/2015,,,
19919,Yes,Not employed,,,,
19920,Yes,Employed Full Time,5/15/2018,,,
19921,Yes,Employed Full Time,5/15/2018,,,
19922,Yes,Not employed,,,,
19923,Yes,Not employed,,,,
19924,Yes,Not employed,,,,
19925,Yes,Employed Full Time,5/21/2018,,,
19926,Yes,Employed Part Time,9/1/2017,,,
19927,Yes,Not employed,,,,
19928,Yes,Not employed,,,,
19929,Yes,Not employed,,,,
19930,Yes,Not employed,,,,
19931,Yes,Not employed,,,,
19932,Yes,Not employed,,,,
19933,Yes,Not employed,,,,
19934,Yes,Not employed,,,,
19935,Yes,Not employed,,,,
19936,Yes,Employed Full Time,6/15/2018,,,
19937,Yes,Employed Part Time,4/9/2017,,,
19938,Yes,Not employed,,,,
19939,Yes,Not employed,,,,
19940,Yes,Employed Full Time,11/1/2017,,,
19941,Yes,Not employed,,,,
19942,Yes,Employed Part Time,4/1/2018,,,
19943,Yes,Employed Part Time,1/16/2018,,,
19944,Yes,Not employed,,,,
19945,Yes,Employed Part Time,1/15/2018,,,
19946,Yes,Not employed,,,,
19947,Yes,Employed Full Time,7/26/2018,,,
19948,Yes,Not employed,,,,
19949,Yes,Not employed,,,,
19950,Yes,Not employed,,,,
19951,Yes,Not employed,,,,
19952,Yes,Not employed,,,,
19953,Yes,Employed Full Time,3/1/2015,,,
19954,Yes,Not employed,,,,
19955,Yes,Employed Full Time,6/25/2018,,,
19956,Yes,Not employed,,,,
19957,Yes,Not employed,,,,
19958,Yes,Not employed,,,,
19959,Yes,Employed Full Time,6/20/2018,,,
19960,Yes,Not employed,,,,
19961,Yes,Not employed,,,,
19962,Yes,Not employed,,,,
19963,Yes,Not employed,,,,
19964,Yes,Not employed,,,,
19965,Yes,Not employed,,,,
19966,Yes,Not employed,,,,
19967,Yes,Not employed,,,,
19968,Yes,Employed Full Time,8/1/2015,,,
19969,,Not employed,,,,
19970,Yes,Employed Full Time,1/1/2018,,,
19971,Yes,Not employed,,,,
19972,Yes,Employed Part Time,8/1/2017,,,
19973,Yes,Not employed,,,,
19974,Yes,Not employed,,,,
19975,Yes,Employed Part Time,9/1/2010,,,
19976,No,Employed Full Time,1/30/2014,Yes,No,No
19977,No,Employed Full Time,8/31/2015,Yes,No,No
19978,No,Employed Full Time,5/1/2018,Yes,No,No
19979,No,Employed Full Time,8/7/2017,Yes,No,No
19980,Yes,Employed Full Time,6/29/2018,No,No,No
19981,No,Employed Part Time,9/4/2010,Yes,No,No
19982,Yes,Employed Full Time,8/30/2017,Yes,Yes,No
19983,No,Employed Part Time,3/5/2014,Yes,No,No
19984,No,Employed Part Time,7/28/2017,Yes,No,No
19985,No,Employed Full Time,1/2/2018,Yes,No,No
19986,No,Employed Part Time,8/2/2006,Yes,Yes,No
19987,No,Employed Full Time,10/2/2017,Yes,No,No
19988,No,Not employed,,No,No,No
19989,No,Employed Full Time,10/1/2007,Yes,No,No
19990,No,Employed Full Time,1/9/2011,Yes,No,No
19991,No,Employed Full Time,7/16/2018,Yes,No,No
19992,No,Not employed,,No,No,No
19993,No,Employed Full Time,2/26/2018,Yes,No,No
19994,Yes,Not employed,,No,No,No
19995,No,Employed Full Time,6/1/2014,Yes,No,No
19996,No,Not employed,,No,Yes,No
19997,Yes,Employed Part Time,2/1/2017,Yes,No,No
19998,No,Employed Full Time,8/22/2017,Yes,No,No
19999,No,Employed Full Time,2/1/2011,Yes,No,No
20000,No,Not employed,,No,No,No
20001,No,Employed Full Time,1/12/2004,Yes,No,No
20002,Yes,Employed Part Time,5/10/2016,Yes,No,No
20003,No,Not employed,,No,Yes,No
20004,No,Not employed,,No,No,No
20005,No,Employed Full Time,10/3/2016,Yes,No,No
20006,No,Employed Full Time,1/2/2009,Yes,No,No
20007,No,Employed Full Time,4/5/2015,Yes,No,No
20008,Yes,Employed Full Time,2/1/2015,Yes,Yes,Yes
20009,No,Employed Full Time,7/1/2017,Yes,No,No
20010,Yes,Not employed,,No,No,No
20011,No,Not employed,,No,Yes,No
20012,No,Employed Full Time,9/16/2002,Yes,No,No
20013,No,Not employed,,No,No,No
20014,Yes,Employed Full Time,1/2/2018,Yes,No,No
20015,No,Employed Part Time,4/1/2016,Yes,No,No
20016,Yes,Employed Full Time,5/22/2018,Yes,No,No
20017,No,Employed Full Time,10/17/2016,Yes,No,No
20018,No,Employed Part Time,8/21/2017,Yes,No,No
20019,No,Employed Full Time,1/1/2016,Yes,No,No
20020,No,Employed Full Time,1/15/2018,Yes,No,No
20021,Yes,Not employed,,No,No,No
20022,No,Employed Full Time,3/26/2018,No,No,No
20023,Yes,Employed Full Time,4/2/2018,Yes,No,No
20024,No,Employed Full Time,9/1/2017,Yes,No,No
20025,Yes,Not employed,,No,No,No
20026,No,Employed Full Time,8/1/2013,Yes,No,No
20027,No,Employed Full Time,4/25/2005,Yes,No,No
20028,No,Employed Part Time,9/1/2017,Yes,No,No
20029,No,Employed Full Time,2/23/2018,No,No,No
20030,No,Employed Full Time,4/22/2018,Yes,No,No
20031,No,Employed Part Time,9/1/2013,Yes,No,No
20032,Yes,Not employed,,No,No,No
20033,No,Not employed,,No,No,No
20034,,Employed Full Time,12/27/2015,,Yes,Yes
20035,Yes,Employed Part Time,6/21/2014,,,
20036,Yes,Employed Part Time,9/11/2017,,Yes,Yes
20037,Yes,Not employed,,,,
20038,,Employed Full Time,1/20/2014,,Yes,Yes
20039,,Not employed,,,,
20040,Yes,Not employed,,,,
20041,,Employed Full Time,10/23/2017,,Yes,No
20042,,Employed Full Time,1/20/2014,,,
20043,Yes,Employed Part Time,4/1/2013,,Yes,
20044,Yes,Employed Full Time,4/30/2017,,Yes,Yes
20045,,Not employed,,,,
20046,,Employed Full Time,8/28/2017,,,
20047,Yes,Employed Part Time,8/1/2008,,,
20048,,Not employed,,,,
20049,,Employed Full Time,8/21/2017,,,
20050,,Employed Part Time,6/1/2018,,,
20051,,Not employed,,,,
20052,Yes,Not employed,,,,
20053,Yes,Employed Full Time,9/11/2017,,Yes,Yes
20054,,Employed Full Time,9/23/2017,,,
20055,,Employed Full Time,11/9/2015,,,
20056,Yes,Employed Full Time,9/9/2017,,Yes,Yes
20057,Yes,Employed Part Time,4/10/2017,,,
20058,Yes,Employed Full Time,6/4/2018,,,
20059,Yes,Employed Part Time,9/11/2017,,Yes,Yes
20060,Yes,Employed Full Time,3/27/2017,,Yes,Yes
20061,Yes,Employed Full Time,6/5/2017,,Yes,Yes
20062,Yes,Employed Full Time,9/25/2017,,Yes,Yes
20063,Yes,Employed Part Time,4/26/2018,,,
20064,,Employed Full Time,11/27/2017,,,
20065,Yes,Employed Full Time,6/3/2016,,,
20066,Yes,Employed Full Time,8/5/2016,,Yes,Yes
20067,,Employed Full Time,10/10/2016,,,
20068,,Not employed,,,,
20069,Yes,Not employed,,,Yes,Yes
20070,Yes,Not employed,,,,
20071,Yes,Employed Part Time,3/27/2017,,Yes,Yes
20072,,Employed Part Time,7/27/2017,,,
20073,,Not employed,,,,
20074,Yes,Employed Full Time,10/3/2017,,Yes,Yes
20075,Yes,Employed Full Time,4/20/2017,,,
20076,,Not employed,,,,
20077,,Employed Full Time,1/5/2017,,,
20078,Yes,Employed Full Time,4/7/2017,,,
20079,Yes,Employed Full Time,4/17/2017,,Yes,Yes
20080,Yes,Employed Full Time,4/25/2017,,Yes,Yes
20081,Yes,Employed Full Time,5/22/2017,,Yes,Yes
20082,Yes,Employed Full Time,4/3/2017,,Yes,Yes
20083,Yes,Employed Part Time,3/6/2017,,,
20084,,Not employed,,,,
20085,,Employed Part Time,2/14/2017,,,
20086,,Employed Part Time,10/22/2016,,,
20087,,Employed Full Time,4/3/2017,,Yes,Yes
20088,Yes,Employed Full Time,6/19/2017,,Yes,Yes
20089,Yes,Employed Full Time,4/22/2017,,Yes,Yes
20090,,Not employed,,,,
20091,Yes,Employed Full Time,6/2/2017,,Yes,Yes
20092,,Employed Full Time,4/17/2017,,Yes,Yes
20093,,Not employed,,,,
20094,Yes,Employed Full Time,9/18/2017,,Yes,Yes
20095,,Employed Full Time,3/1/2017,,,
20096,Yes,Employed Full Time,4/25/2017,,Yes,Yes
20097,Yes,Employed Full Time,3/6/2017,,,
20098,Yes,Employed Full Time,6/6/2017,,Yes,Yes
20099,,Not employed,,,,
20100,,Not employed,,,,
20101,Yes,Employed Full Time,3/21/2017,,Yes,Yes
20102,,Employed Part Time,5/29/2017,,,
20103,Yes,Employed Full Time,9/13/2017,,Yes,Yes
20104,,Employed Full Time,4/4/2017,,Yes,Yes
20105,Yes,Employed Part Time,8/1/2017,,Yes,Yes
20106,Yes,Employed Full Time,6/12/2017,,Yes,Yes
20107,,Not employed,,,,
20108,Yes,Employed Full Time,12/8/2017,,Yes,Yes
20109,Yes,Employed Full Time,11/2/2017,,Yes,Yes
20110,Yes,Employed Part Time,3/4/2017,,,
20111,,Employed Full Time,6/23/2017,,,
20112,,Not employed,,,,
